id	spotify_id	popularity	release	danceability	energy	key	mode	valence	tempo	duration_ms
8GpjcScP9b7XV3Uh	1VbD7IkGVqi8VOksRBwrC0	43.0	2000	0.5489999999999999	0.5529999999999999	7.0	0.0	0.72	123.371	154267
8GzlVkRojEB6Hj7x	7EOCSmPvQ8psymuLTsKfN2	41.0	1981	0.426	0.721	1.0	0.0	0.248	151.13	258080
8KgXnc0FVKoPu51K	4Y9umw0bCL4BJN4PUOC3TW	44.0	2017	0.446	0.948	1.0	0.0	0.639	81.487	216080
8LSSG51scQ97v94V	4o8ldviFeJp3luPear0mQP	27.0	2014	0.637	0.848	1.0	1.0	0.645	130.96200000000002	222547
8PJqFLU7ZnLgTF1k	3zjGKhZz4Moe7RILm42avk	12.0	2016	0.8420000000000001	0.5	2.0	0.0	0.151	120.036	223640
8R7mj16KUPRk2bUp	1HOMkjp0nHMaTnfAkslCQj	71.0	1979	0.586	0.7	0.0	1.0	0.897	147.245	295400
8RJgdNrEKezWc3UW	1iJkNi6QLpcMbdusqFkn5G	4.0	1980	0.6609999999999999	0.95	9.0	0.0	0.8290000000000001	142.112	132133
8RQftPNbrlFjDiWW	6eUClMzq8c9cKBXd6NrgVN	41.0	2017	0.6	0.731	7.0	1.0	0.488	92.869	266047
8RlEvu9LSI3L2kih	3iemr099QDqgbojSSzCkGo	17.0	1994	0.244	0.991	4.0	0.0	0.0383	138.241	436733
8S3GpqtssCqRTASA	2FVcD7izMOVoimcyQAr8vt	20.0	1970	0.364	0.7659999999999999	5.0	1.0	0.8490000000000001	102.23	246693
8SzvDouEuLcnAEyu	3TQQia7NM2GwsiwiVZWrSC	37.0	2008	0.431	0.985	6.0	0.0	0.532	139.97899999999998	341680
8Ut4t4wQKrknEd4I	3ITxwkMgJDNMvCmlted8j4	33.0	2017	0.369	0.912	0.0	0.0	0.425	166.942	197840
8VJcjGnIB3EWBqZ6	2s8aJrwvNYBzgOVgj7FxHn	44.0	2013	0.371	0.485	6.0	1.0	0.149	176.093	402738
8WVV9tfgSQHVDehI	4Vpc9K0tNyosBkXCjdd9sM	39.0	1981	0.6759999999999999	0.698	7.0	1.0	0.6990000000000001	126.965	222667
8YIf6yx2zgrACgHo	40Fp6pxcS9l08kL1R50mR4	43.0	2007	0.442	0.952	3.0	1.0	0.505	130.68200000000002	203640
8ZqqgbCYM2p2AuL0	5SZ6zX4rOrEQferfFC2MfP	68.0	1975	0.653	0.73	5.0	1.0	0.894	108.705	220400
8bDMkSxzls0LlFDF	2MhNLBFhSo2PHdIqQCjDYS	44.0	1991	0.639	0.746	7.0	1.0	0.8009999999999999	106.101	157960
8cM4LdET14KP9vSR	23CIAx7uGrtUH5CwRf3BC5	35.0	2017	0.401	0.713	7.0	0.0	0.155	135.958	359400
8cVHDXin8gEdSofU	1BHuqBlRXw9MC1scsNCdXS	37.0	2016	0.486	0.982	4.0	1.0	0.179	115.023	269280
8cjZoDReCqfre4BJ	3CNVaHOEJiktEnC3POAVN8	43.0	1999	0.625	0.524	1.0	1.0	0.516	125.348	415467
8d7H6X6duAMz3Llj	6FeBkC4wmjcikm4Y2Orqnr	38.0	2003	0.428	0.7040000000000001	4.0	1.0	0.3329999999999999	80.961	261747
8dcG2m2GyFqIgDtF	7xsLvTLqXL5pY9IfYyyB8r	22.0	2013	0.503	0.3929999999999999	7.0	1.0	0.136	146.942	412245
8dw9bKWeq2ByiFJ5	3pXF1nA74528Edde4of9CC	74.0	2015	0.765	0.356	11.0	0.0	0.19	97.001	198293
8eCvig8UachodwS4	2ecn1rzrjfpNnPWEOTUpnZ	8.0	2009	0.731	0.85	7.0	1.0	0.8290000000000001	112.013	202617
8eWwHL44pZsj1d8H	4CkIURmNRubxc12llcAiuh	44.0	2005	0.461	0.752	7.0	1.0	0.897	141.085	158213
8fb1ajrRliRUQObL	1KAhsLqLYiqCZ1G8ljKDtB	50.0	2018	0.805	0.759	10.0	0.0	0.721	120.057	312533
8imJokmAzphbZ4Xh	4vhHfBcwfunscuQ0WYelHj	18.0	2013	0.765	0.8740000000000001	4.0	0.0	0.856	128.049	181867
8kmKFOfenCvqvoP6	3mrCVBnj3LOOKZLlRoj2MT	38.0	2005	0.4529999999999999	0.932	2.0	1.0	0.347	130.16	222533
8ktPXbkbLKkfLtnW	6NXJu7o34iWY9efSvpEg7T	17.0	2011	0.604	0.84	6.0	1.0	0.476	119.004	267053
8nG0vZiRQXrHbrQK	57BrRMwf9LrcmuOsyGilwr	70.0	2000	0.58	0.7020000000000001	4.0	1.0	0.299	105.076	208960
8nyPt8gB1K8g5FNv	2RChe0r2cMoyOvuKobZy44	72.0	1994	0.3829999999999999	0.659	4.0	1.0	0.327	140.795	353027
8oVWUPXM0Xm3qQlr	0j7hyKTaetFpKsCgOyGPAI	40.0	1983	0.485	0.936	4.0	0.0	0.337	109.374	198173
8oVmZB9m77Pfx1eK	0gDRvWeq0Qcg9KKEGGjFKE	32.0	2010	0.688	0.542	0.0	0.0	0.1669999999999999	81.363	231520
8pA5zzOCIpLseP82	3eVTOl9V8XAFFmlAjrHNsb	26.0	2015	0.38	0.934	2.0	1.0	0.22	156.90200000000004	304467
8pEC63e3yTlJfG7R	7EFMYtN7FFFNLzxOa9OgGC	53.0	1988	0.4370000000000001	0.875	2.0	0.0	0.7240000000000001	145.474	208400
8sIDB4EkDjxYK7Su	2MvLw9BE5ndkvZLXJcb1oC	34.0	2015	0.321	0.747	7.0	0.0	0.185	154.86	367773
8tRDJXlTPyF5HhPM	4lJ6YVXQ0jUk5ILu0PSrA4	63.0	1973	0.601	0.574	2.0	1.0	0.8	147.964	214080
8tUUOUHWyVgoZOat	6EOAOGls9pIdUJsrqytcXK	45.0	2010	0.8270000000000001	0.578	6.0	0.0	0.968	111.447	269640
8txW9J5I8BhI0rGn	0DXi34kEIXj6YPxrEfsFa7	44.0	2003	0.495	0.856	1.0	0.0	0.3879999999999999	128.045	204000
8tzWsVovn4FC82rs	24sZO2Pv5q9V5Rrid3GCJZ	30.0	2004	0.636	0.2289999999999999	0.0	1.0	0.446	97.888	216800
8uQDKgYxio9X13mW	0eBNytPCb7XLOQqMMJBlgd	15.0	1989	0.74	0.833	2.0	0.0	0.825	98.933	251333
8uTs6nAajYgugRsH	3tT7w3IKKEwLQlPYTwqAgl	26.0	1992	0.366	0.955	11.0	0.0	0.3429999999999999	125.614	184240
8uaRSrqxqCIH7pOf	3F5iul8UYuoBINN0x4pob5	39.0	2012	0.7040000000000001	0.5770000000000001	2.0	1.0	0.882	119.874	155520
8wF50b7dLgcFT9nv	1S8cT0r8G3q7xQBDX1DBwl	37.0	2014	0.384	0.926	7.0	1.0	0.21	163.06799999999996	215373
8wweAwTMzrrS7DTv	2FO88on37PDzBe8jLppGlN	29.0	2013	0.462	0.75	5.0	1.0	0.411	92.035	256227
8xZbP00VbufGKeYj	6oDkCmfVcSd9NXAKk1b4Ll	54.0	2016	0.735	0.612	5.0	1.0	0.395	105.056	184060
8xunDLSxrB1u5agF	0eHxqgbpr2ptXQtw8Ab3ve	48.0	2006	0.39	0.208	0.0	1.0	0.0546	114.838	331360
8y5GVBt5FnpVKiI7	5RLCjrN7tvF9oxaKHRTimL	39.0	2019	0.498	0.3929999999999999	6.0	1.0	0.2269999999999999	89.71799999999998	185031
8zZEG0OS0eBGhCcI	5lnkNO3Si97dpuKQY8z5OT	30.0	1973	0.677	0.8759999999999999	4.0	1.0	0.855	136.276	232333
8zc42n00FUtlDOAT	1Zafhe6hrQtd8IVTFIBNeH	35.0	2014	0.649	0.506	0.0	1.0	0.5770000000000001	134.488	195947
90t1iOMqBRa2rGOn	3ehRjbxXkCC1B2wTZn1q8I	28.0	2008	0.324	0.965	1.0	0.0	0.355	167.929	196560
92diTSFMvFEp1c0g	0wFQnci5YCcwbKAWNBzqiA	46.0	1993	0.4270000000000001	0.429	9.0	1.0	0.248	144.683	260400
94vbTStoXRy6EewO	4fPKEzeqA49UikIHM3cQXx	31.0	1979	0.46	0.416	4.0	0.0	0.23	105.399	203067
966nol0XzgR4cjyr	2V8pEdaIMYgKeUuvvFoxE4	17.0	2012	0.366	0.932	11.0	0.0	0.2239999999999999	128.014	259920
96eWc0WjYKXrCoEq	3KG03fcha5gJBLyze9919W	46.0	1972	0.606	0.491	11.0	0.0	0.825	119.582	237267
97qvpPek95TfoIpa	43n2r40uvvkcyxEE1RHqhq	37.0	1998	0.436	0.429	11.0	0.0	0.187	73.54899999999998	281360
981Lm983YaJcbQV4	0ho3aQ3EOXLQcx1qX4F6Kx	31.0	2011	0.623	0.535	11.0	0.0	0.4379999999999999	126.906	216400
98iaNi4kVKEjLJZC	2jXTBrywc6ruxaUXW84Xhr	53.0	2016	0.5379999999999999	0.178	0.0	0.0	0.173	120.27	97587
9AOaR2jWftvvzwNc	0Tyt3SyqRIsN0XHRyhD75J	47.0	2019	0.6829999999999999	0.659	2.0	1.0	0.768	135.017	199090
9AQ2gp033II7Utkt	4jLv3tDBu8ww2R07DvL12s	63.0	1992	0.667	0.6990000000000001	7.0	1.0	0.655	118.567	314173
9AxunydVhWZGaJR2	2DKpDHeIMmfr2Gw4h1cQmk	13.0	2015	0.621	0.6759999999999999	10.0	0.0	0.474	96.019	217040
9CuEQRYVaaGpgOGn	4jURQLDdnZp6l3PsvxJaZk	54.0	2014	0.609	0.655	1.0	0.0	0.316	160.415	208867
9CypKkXKWNXcYwAV	4ccNZzUTggy51RFvIzYRhT	46.0	1995	0.55	0.868	7.0	1.0	0.405	123.153	245000
9DLQPzyy6jZyNZMm	02UsWVUJeCckPaG7oTBD8k	32.0	1995	0.467	0.985	2.0	1.0	0.386	115.905	273867
9E4Zp3b9190yQ6RM	5yHEueFlVEHKFTIhYeNgmw	14.0	1993	0.228	0.8590000000000001	2.0	1.0	0.312	156.463	235827
9ECfsfc0ChaQQ1bD	5swAXfpcyVt8X8PG58Bd4g	33.0	2007	0.479	0.568	0.0	1.0	0.433	90.513	253973
9EOGML1WNsQ0ryqa	5gUXB6Jt3HQJFMRffLIt4J	39.0	2001	0.713	0.5920000000000001	11.0	0.0	0.947	87.99700000000001	236467
9Gj45QwCq23Sxvkk	7rt7ywY9yekwaYXk2Zt4Q5	56.0	2017	0.6829999999999999	0.833	8.0	1.0	0.537	136.099	189136
9HNx57ho0MUFQuj9	4QcBtawzBNvjAUQxxlKkE1	24.0	2010	0.513	0.695	9.0	1.0	0.89	80.009	280320
9I0hsAxnkMIJmhV4	73I7YWsCZkRjSvGEWzyHen	12.0	2013	0.648	0.794	2.0	1.0	0.212	139.988	343714
9JoD1DcnmEVCA2i8	5iisd7hdraB6hwI47W2jz8	39.0	2010	0.586	0.7759999999999999	1.0	1.0	0.324	132.007	253173
9Kv6tdav7SJPE8Th	5qMNvVFTJoTLkaXbudbVNF	36.0	1987	0.586	0.8140000000000001	11.0	0.0	0.71	130.392	230067
9Obg0hmSeNrutXzL	6znf1hj3SFTicTDL0ZneET	12.0	1974	0.597	0.525	10.0	1.0	0.961	127.551	144067
9Q2qYxsinFKcanbz	2s2VEFLBcXXox80nSQ91FH	36.0	2017	0.8190000000000001	0.8370000000000001	11.0	0.0	0.775	130.06799999999998	160789
9Rkmh8tiA4nq0rJx	0TJKYjMiZUz97VC8QroLxd	11.0	1998	0.34	0.947	6.0	0.0	0.09	90.153	375960
9RqvIvk0Xmjz1mVB	1KU5EHSz04JhGg3rReGJ0N	67.0	1989	0.754	0.366	8.0	1.0	0.469	91.147	287440
9S00BKF0fnuTlrPU	3ZRsYi9A4oId0pi9Wlw3Pi	10.0	2014	0.322	0.893	7.0	0.0	0.391	195.029	223427
9SUQfSsDIBOh3QSV	6dye6DuV430fsjeS1yBZv2	18.0	2008	0.5539999999999999	0.225	5.0	1.0	0.128	102.361	198680
9So7TgZjEYStsGB4	4Chah9FS9ar1F6qZR6FuoH	28.0	2000	0.4479999999999999	0.265	7.0	1.0	0.2239999999999999	161.679	180613
9SwCdYIwySZFIZEQ	6JGsVW1nxNaoUAGcOKFZGS	45.0	2011	0.314	0.838	11.0	1.0	0.466	171.71599999999995	237787
9TFM3GpDFLAJQTQ4	49yXUztT0qYz0xA4vnm0zP	25.0	1991	0.4039999999999999	0.4479999999999999	10.0	1.0	0.113	89.33200000000002	578467
9TdtrIMDIgRuz776	65q7TkCV71sGC8ClYb2j5E	21.0	2018	0.513	0.7240000000000001	1.0	0.0	0.494	155.77100000000004	185059
9UFC7eAzSaMCtTsP	5P9h9gQlq8CFLRWI4e94ei	27.0	1985	0.627	0.877	5.0	0.0	0.365	102.809	221840
9UMbE0DqoKUxBnWw	0AOQFMydzS4AkbElri4FGw	31.0	2012	0.357	0.985	1.0	1.0	0.144	150.101	261707
9VAI4y25Ss2IeGgD	51k2LB1iizPL9grpAkQrco	41.0	2004	0.774	0.754	7.0	1.0	0.838	125.973	232933
9WmRzLCecr83EHdd	6ck0CGe9BN9gW5oMmzbhs9	51.0	1982	0.276	0.883	9.0	1.0	0.1639999999999999	164.05200000000005	266027
9XMorDPpzPimHf1w	3cO8w5kGXDdwQywhiX0G8J	46.0	2010	0.6409999999999999	0.8490000000000001	5.0	1.0	0.73	128.063	220827
9XbAyacJmLQPuNXa	7ahSkRJouFINMWokIywAwG	37.0	2009	0.5539999999999999	0.447	2.0	1.0	0.301	141.899	282613
9Z6Y5H0kW7IF1Vek	6cbRsQPX1jXzRpenYbaUI8	21.0	2016	0.348	0.2239999999999999	7.0	1.0	0.245	159.654	137507
9cQbFph8ZxYVHi6X	4AdgOYal33AiCYmiTrpwJU	18.0	1996	0.41	0.948	7.0	1.0	0.845	152.614	149667
9eePBxItPm8wtMyr	2fzt2ljbuvcYiYvH11dQcs	28.0	1989	0.6829999999999999	0.915	7.0	0.0	0.173	124.484	340067
9g5AsYKh7DgGvBPo	4lhB7w6C5o1Oxqvl0nLxYD	49.0	2006	0.585	0.345	4.0	0.0	0.176	124.013	241307
9gMC8bWdWmJ8Iayf	0iaFyLheLTw1t7vcD53ywt	20.0	1988	0.316	0.845	9.0	1.0	0.237	66.86399999999999	133200
9ke4fyNGvaC8xdVO	4KYy8DKz2E9DSnlgN0YJOs	38.0	2014	0.256	0.985	2.0	0.0	0.124	118.234	332040
9lHZy0tCa0c5BlBG	2SPwe6I4n8uD3PAQZUXLPu	15.0	2009	0.115	0.722	9.0	1.0	0.4320000000000001	149.994	190253
9lSTlHxPLJEClwEk	1YKCrA82XHYjcghcLUTVoj	42.0	1997	0.498	0.797	6.0	1.0	0.5329999999999999	170.59099999999995	211067
9lXQFSZXONWQspKO	0yDYDnBfuii8VodR6djZ2U	29.0	2014	0.217	0.985	2.0	1.0	0.134	135.224	425840
9nQVzYkqPWkXk0MY	7Hx2EA4wGaxtsiZCVVLV1i	54.0	1977	0.7509999999999999	0.5720000000000001	0.0	1.0	0.58	115.839	456640
9naCL4nTjGXszDKY	3BEbJsjV9wONO7yHYjURD5	18.0	2011	0.606	0.441	2.0	1.0	0.297	110.97	198413
9oJf6CZPfElcLDjd	3kZUWSoGjfRa3AZ1Kqzjen	42.0	1983	0.1989999999999999	0.601	9.0	1.0	0.391	175.50599999999997	239320
9ooJKeuvH1TEi4nV	5RI0qk5rSvAJwCwxtDSKKM	39.0	1974	0.598	0.228	2.0	1.0	0.5720000000000001	105.036	135400
9ox1pk272hWvSeHT	6wB1rps05TiAm6GTY4FDhS	54.0	2017	0.536	0.953	11.0	1.0	0.725	142.02	214649
9pXCbHC13Iw4SfUh	7AcssFiGFkHzteBx6frR3v	20.0	2019	0.324	0.925	7.0	0.0	0.113	180.019	317073
9qimCXKfFS3RqdiI	5JWyNV4rMPyQmhop7jhALU	21.0	2009	0.2789999999999999	0.852	7.0	1.0	0.348	121.915	361320
9r7G6VrbgTfZledH	7wOqBOryVGD3nqDUihDSwL	66.0	2017	0.6729999999999999	0.706	8.0	1.0	0.515	74.961	247608
9rgJsDDeGxdXkHOz	0s61omWNKxyO77RGbmIulb	22.0	2009	0.426	0.903	4.0	1.0	0.336	140.085	220627
9rhl2G04SHdMZLq8	0gFwkq7lFRUvtoiYzrMc1Y	14.0	2018	0.307	0.98	2.0	0.0	0.0618	75.093	369747
9rxSr8yiP1T7CGyc	6aBiU9lFd3BhtggI7aeqBI	46.0	1979	0.444	0.351	0.0	1.0	0.0853	132.52700000000002	171640
9tDQOeL6BGCH8Au7	3UTJWtmItMHRWMkauJATLe	38.0	2014	0.33	0.987	10.0	0.0	0.251	90.098	193880
9umxf5QDBv8CdhLI	6P5QvqGHXCksVTqMSVgEWV	32.0	2015	0.643	0.715	7.0	1.0	0.524	100.031	277893
9vbSPIfz9xnodpD1	7vxlM6ouhpJy5WMEZqU7vV	43.0	2001	0.545	0.816	7.0	0.0	0.584	104.084	215400
9zXA91PvTvOA5iBU	5GMoEWEtU2uNZlx8nKMqRG	29.0	2014	0.65	0.512	8.0	1.0	0.376	142.703	245234
9ziWMjkmNbJKtU8Y	1cCbsojaA6GIT7Y3zuMJ1q	59.0	2015	0.536	0.526	0.0	1.0	0.434	167.608	107533
A4LsycXjZwRoZ8aS	26k0PriIL3NQ7DwELqka5T	22.0	2008	0.477	0.413	10.0	1.0	0.11	127.813	228133
A4zPamKFKv5DdO2U	7IVhAkmr7xdgRZYc1Thrna	42.0	2016	0.342	0.984	9.0	0.0	0.133	123.791	255893
A5qWRiCbAieM7clB	490Eam6Vp7y7vzuGz35bbk	44.0	2001	0.826	0.473	9.0	1.0	0.932	137.953	152613
A8SqfKFiFMBVJvgA	6f3xIhA7i4eQgGwwCWMh9X	25.0	2016	0.3979999999999999	0.963	7.0	1.0	0.371	170.00400000000005	144841
A93SWqSFGpZYuYWi	16iqDtQnkqgfkHLn77muxJ	23.0	1985	0.4539999999999999	0.6890000000000001	9.0	0.0	0.115	91.131	314280
AAeOggIisBpXISrU	7DQDpDeLVS3L9kgb6ejU3z	44.0	2011	0.396	0.851	9.0	1.0	0.8059999999999999	153.916	202027
ABGjSkgtZx2RnuH4	57MTxkAOX1jt4oZVu7mtOs	28.0	1995	0.6509999999999999	0.7390000000000001	0.0	0.0	0.921	92.629	265400
ACUIImEbT4ZEYMUO	5tiPgIbMp4U4N7m6B0RvG0	17.0	2002	0.282	0.877	5.0	1.0	0.177	136.842	155920
AEEFrG8ihSJC3zpL	3gOsZGaMej7EMVy6VBjxHM	37.0	2009	0.4	0.73	7.0	1.0	0.442	134.602	293453
AEQOPkhJd2PVAOcY	701uTq17mUIhfEQZVvY0B8	50.0	2018	0.569	0.878	4.0	1.0	0.527	116.983	253218
AEpItygbz4oS8zKt	4ltXPf327ewFdmTPp5Skow	47.0	2006	0.52	0.8859999999999999	8.0	1.0	0.636	121.945	185800
AFS9IOxKup7q3h8o	36YlVLEV1f2qredBFj8o2y	49.0	2009	0.784	0.846	10.0	0.0	0.67	75.145	319973
AFn9WXVhVKJXnC6i	3o5EybgLsNgkvqjXJNvZl5	26.0	2011	0.31	0.856	7.0	0.0	0.2	169.76	216173
AGiu2Hhl86cB21Ye	2V5cxuQK2Uil81hSifzG0X	20.0	2010	0.387	0.472	0.0	1.0	0.418	93.232	235572
AHNwB8bLWjXJurv5	7KO1j5xXhPocyduHcfxkMm	27.0	2007	0.3429999999999999	0.977	11.0	1.0	0.564	123.284	229373
AJKrQBuIPMsAJraE	2M98FO4fkGec4lzsafk8YY	46.0	2011	0.5820000000000001	0.89	6.0	1.0	0.528	125.927	248080
AJRMp2jBYDQrME9q	6mcn0724UGIdcFihUMfsAj	34.0	2010	0.563	0.887	11.0	0.0	0.6409999999999999	113.0	174027
AKNCyTF07aLc9AiR	7elItf8OyvfFHt6tfDjy1a	27.0	1976	0.3829999999999999	0.8170000000000001	9.0	1.0	0.652	138.618	184187
AL8PEsVaVmgsrAUm	33VdPoL3CLrbl3wl6rPLVk	32.0	2007	0.768	0.586	0.0	1.0	0.892	89.941	191053
ALJ3b0YxHQ145Jz0	43CG5O08Tj6ODmSWQ9pfvF	42.0	2003	0.5379999999999999	0.747	9.0	0.0	0.0913	125.334	272400
ANQ7cxM26F8hCmSD	5E8cgAEL8kAIZjILldgsP7	17.0	2011	0.465	0.945	7.0	1.0	0.298	144.995	299413
AOj9VAtNbKtbGyDM	7aJvFGH4J8TIgpJqcEGwy9	29.0	1978	0.6659999999999999	0.947	9.0	0.0	0.777	124.662	191453
AQskkgQClEynwo5r	003Ufao43zAKOtUGadBtNT	31.0	2014	0.496	0.525	0.0	1.0	0.148	117.226	311533
ASVzFkWn0w38dydN	6XPC7ZNTJcnWzQaLZYe3od	45.0	2013	0.622	0.483	2.0	1.0	0.0922	126.129	231322
ASZ3TvYABS68ym1Y	2U9j25wlLoCCekKxulgpty	11.0	2009	0.8109999999999999	0.397	1.0	1.0	0.809	98.063	146907
ASmQDQZeVJytIHp4	19HnSXJc3ytJ9UONL2yeYn	13.0	2004	0.498	0.8170000000000001	5.0	1.0	0.457	174.05700000000004	196680
ATZT90pTOOf3OSTv	2qq0RYYIuQxXcOxQKN0drC	48.0	1989	0.888	0.6990000000000001	1.0	1.0	0.6970000000000001	103.066	198253
AUVRoXWS4tLVv4sp	39VigLq155fsriPYNfHIBc	52.0	2018	0.3670000000000001	0.418	3.0	0.0	0.156	94.997	245535
AV8exd33gKqQzt0p	4y8icjzu6fZP503Mg31Tpn	50.0	1956	0.188	0.307	7.0	1.0	0.165	89.10700000000001	224227
AVaZ1hloqQn8N6J7	3XaDOFsrTxYGL7t6nMvrkG	15.0	1989	0.353	0.963	2.0	1.0	0.523	108.557	87520
AVbxOlKxkN9K5A1u	0fNbHlIwSKsOTwrWw5rAOu	27.0	2007	0.3779999999999999	0.941	0.0	0.0	0.35	157.01	180707
AVpJkUAko5OybSog	1LBsweQAo1tOVZlYxsvD5a	32.0	2009	0.4529999999999999	0.872	0.0	1.0	0.342	80.703	233453
AWezRQdOi01jr7um	1N3dZ7TTWO6VcD4Y3hHYLZ	65.0	2016	0.705	0.609	1.0	1.0	0.476	115.474	196853
AXLtm31pITnlwbf0	691Ufz2KH5qsgL0mmsTbjL	16.0	2004	0.168	0.15	10.0	1.0	0.0354	89.229	193653
AakQO4qHS9HwrKm6	1pLbd91sslN51VJL83pm51	37.0	1998	0.392	0.375	2.0	1.0	0.103	177.484	250067
AdIjOsJtx97kFTbL	1eMBtkX7Ae4WHoKyMRn4wQ	51.0	2018	0.64	0.675	9.0	1.0	0.698	80.921	193187
AdvsGvbHGLuZWWbd	08AJ0xQv5LRZsvXf1Jkr2y	65.0	2019	0.622	0.347	8.0	1.0	0.0757	75.512	217000
AfTmwYp9SWvB91GB	3SVZ4PjQKLFAgIvAQnULRS	9.0	1987	0.265	0.1969999999999999	8.0	0.0	0.0375	136.368	170373
Afgpa0SpeG2mQTfq	2NiR9VOfASwOhgTnWs2cLx	40.0	1974	0.687	0.659	9.0	1.0	0.93	146.256	280382
AhzneFpAF16EyP0K	1a8051h021Rfl01OhAjjV6	47.0	2018	0.935	0.696	0.0	1.0	0.616	125.014	264347
AiEoqWRsXTK31Cfs	43nIGHt7hkR2vfwIjesDon	43.0	2011	0.335	0.4679999999999999	1.0	1.0	0.34	133.904	304080
AiuWZNKO5P4gcGy1	21YulUEEuIftI57cmEoRoW	49.0	2018	0.77	0.752	8.0	1.0	0.7040000000000001	88.98299999999998	153613
AkeYqvR2u32f0Zfa	2jbVozHmoOwA3MOBEx4n98	19.0	2001	0.419	0.8490000000000001	1.0	0.0	0.134	120.102	244667
Am5uwox47SZYrjyx	0gLQ6jhJsyYfl7PrD1RZ7X	54.0	1990	0.256	0.4629999999999999	5.0	1.0	0.354	205.362	209293
AnMrHRHmsEPn7bJg	45muf22QzSyKwsF4l3IcwJ	41.0	1976	0.483	0.765	4.0	0.0	0.506	169.4	240920
AopoTD1zufuGwk3W	7KBGSSpk34PRiBjM10YWwF	49.0	2005	0.598	0.669	1.0	0.0	0.297	117.274	290560
Aor1UfyURwiyPLbf	7uYbpT7Wfsu0w1eccEKDvM	59.0	2016	0.58	0.8240000000000001	7.0	1.0	0.364	120.033	297800
Ap2jNYMNObvQLO34	4Bf9SBkNI60Zsu9kdvtJwx	20.0	1992	0.568	0.211	8.0	1.0	0.363	92.941	171213
ApPrMyiUYs5TyCuj	7IlmHApoMCIv39Z5JRZyrk	50.0	2011	0.628	0.645	0.0	1.0	0.622	122.072	243759
ArC63PvPQ5dSThIG	0IKGay6QHzB1A0P00h60Gg	38.0	2000	0.507	0.794	1.0	0.0	0.325	169.963	266960
ArVbMhdVJjWTq8zL	3BqSvWS0tr2z5OS1OVzhUN	11.0	2012	0.517	0.363	9.0	0.0	0.0882	115.746	218293
ArvY2CoiVSULejHX	6bH2d6eZwgh26hz0XJL6Qf	37.0	1978	0.526	0.645	9.0	1.0	0.843	152.266	174920
AsRYw9Guh2y25Tvn	1mstO0Nk4V5gYlwwYdkujH	37.0	2012	0.288	0.984	0.0	1.0	0.7020000000000001	141.999	386360
AsV7r3Wwfn002Ah8	6iz58z2LC8uHL3H2aiwX6I	51.0	2009	0.527	0.8170000000000001	1.0	1.0	0.516	95.98	220613
AwCp1l7uFOBNasE4	3Zdy6Lj3xOUOt6o8nDZTEh	17.0	1977	0.375	0.985	9.0	1.0	0.196	91.424	150373
AyfgPuTGezQu8Jo5	5MmSFHzMlcW6UUWIWTjA6q	32.0	2017	0.396	0.994	4.0	0.0	0.3929999999999999	157.981	188496
AyzKEkr3T7TpexUG	1EfdsCcge41LcPtSpkZJ50	35.0	1982	0.69	0.64	8.0	0.0	0.7959999999999999	145.74	209333
Az2QDTVJ9fzdbfXP	1TmcdU4XqW70y2GtN3v0P0	36.0	2012	0.581	0.812	0.0	1.0	0.423	117.044	262787
B1TTkmWoGoKz4Uew	3H8tPWrAh8sn8p1gd3Yrv8	41.0	2018	0.606	0.916	0.0	1.0	0.7090000000000001	150.072	208760
B1lyywM06zQO9aC3	3woCiUTBLZlM5GyFJ7DCwZ	27.0	1987	0.222	0.8290000000000001	4.0	0.0	0.486	106.106	222933
B28RWUh7FG6GkUJU	5ef3mAxAAjk93V6IpriOrz	47.0	2010	0.363	0.408	9.0	0.0	0.271	87.337	181280
B3tXZmmnw87oUZS3	6e3nEEnyeHFnnMdFImIBmM	26.0	1996	0.416	0.938	7.0	1.0	0.784	146.809	248093
B4wNWPzUo2nXhitH	1rgNDko6iWdLAJA50nYKdy	15.0	1985	0.22	0.959	11.0	0.0	0.0525	127.859	112760
B68fzC68qcw2GvkO	07Bw7ACBw1xzhKpXrraskA	40.0	2001	0.65	0.6409999999999999	10.0	1.0	0.387	118.229	261933
B6RQgIHrK8TwcI3o	2clVN0ZAqdf9Sb1hBVpoTL	30.0	1978	0.45	0.182	5.0	1.0	0.253	82.022	287373
B6e1BmHUc0ReyvYm	6YqXHxl46Yenz65JebV6Sh	30.0	2012	0.4539999999999999	0.769	1.0	1.0	0.2689999999999999	134.122	259907
B7KRTGJXV3ILXbro	1sSNrDbb7hEptYOXaiOnUm	37.0	2005	0.493	0.867	5.0	1.0	0.2289999999999999	91.011	222307
B7btQafueMXuAB35	7kVtEkodTERXMAzQwLcfLJ	20.0	2019	0.562	0.536	8.0	1.0	0.332	96.172	311427
B8otd5HQ0vn27sWQ	1ej1LOEjEmvEtXg6IbWlWN	29.0	2017	0.722	0.288	2.0	1.0	0.3379999999999999	95.168	270693
B9VMW0o7RBb4nyV0	22fnCUr69jfYUONCvKodiB	23.0	1985	0.168	0.976	11.0	0.0	0.207	174.53900000000004	259867
BAWR3n9Anq4aOq0p	5GtIwJEjFiHX6Ymn8yESrL	11.0	2015	0.653	0.923	8.0	0.0	0.8640000000000001	130.006	199516
BBaha1obZecGL5TC	3CRDbSIZ4r5MsZ0YwxuEkn	79.0	2015	0.7340000000000001	0.637	4.0	0.0	0.648	169.977	202333
