Algorithm,Metric,k,Value
late_fusion,Coverage@k,17,0.803519768563163
late_fusion,Coverage@k,18,0.8100289296046287
late_fusion,Coverage@k,19,0.8160559305689489
late_fusion,Coverage@k,20,0.8220829315332691
late_fusion,Pop@k,1,
late_fusion,Pop@k,2,
late_fusion,Pop@k,3,
late_fusion,Pop@k,4,
late_fusion,Pop@k,5,
late_fusion,Pop@k,6,
late_fusion,Pop@k,7,
late_fusion,Pop@k,8,
late_fusion,Pop@k,9,
late_fusion,Pop@k,10,
late_fusion,Pop@k,11,
late_fusion,Pop@k,12,
late_fusion,Pop@k,13,
late_fusion,Pop@k,14,
late_fusion,Pop@k,15,
late_fusion,Pop@k,16,
late_fusion,Pop@k,17,
late_fusion,Pop@k,18,
late_fusion,Pop@k,19,
late_fusion,Pop@k,20,
lyrics_lyrics,Precision@k,1,0.5414657666345226
lyrics_lyrics,Precision@k,2,0.5251928640308583
lyrics_lyrics,Precision@k,3,0.5227418836387024
lyrics_lyrics,Precision@k,4,0.5204918032786885
lyrics_lyrics,Precision@k,5,0.5202507232401123
lyrics_lyrics,Precision@k,6,0.5222195435551278
lyrics_lyrics,Precision@k,7,0.52131836341094
lyrics_lyrics,Precision@k,8,0.5222094985535197
lyrics_lyrics,Precision@k,9,0.5216168434587001
lyrics_lyrics,Precision@k,10,0.5204435872709743
lyrics_lyrics,Precision@k,11,0.5187384939072517
lyrics_lyrics,Precision@k,12,0.5188846030215367
lyrics_lyrics,Precision@k,13,0.5183591721682311
lyrics_lyrics,Precision@k,14,0.517461082793775
lyrics_lyrics,Precision@k,15,0.5167309546769501
lyrics_lyrics,Precision@k,16,0.5161071600771456
lyrics_lyrics,Precision@k,17,0.5150036871064723
lyrics_lyrics,Precision@k,18,0.5149603557269918
lyrics_lyrics,Precision@k,19,0.5151246003146733
lyrics_lyrics,Precision@k,20,0.5148505303760849
lyrics_lyrics,Recall@k,1,0.0004094968260229405
lyrics_lyrics,Recall@k,2,0.0008195004833546098
lyrics_lyrics,Recall@k,3,0.0012373189038588125
lyrics_lyrics,Recall@k,4,0.0016111813920459607
lyrics_lyrics,Recall@k,5,0.002011458365582748
lyrics_lyrics,Recall@k,6,0.0024204833280788807
lyrics_lyrics,Recall@k,7,0.002796185782112233
lyrics_lyrics,Recall@k,8,0.0031909459809339896
lyrics_lyrics,Recall@k,9,0.0035688815649250077
lyrics_lyrics,Recall@k,10,0.003953692530430868
lyrics_lyrics,Recall@k,11,0.004332067223962916
lyrics_lyrics,Recall@k,12,0.004713900354634334
lyrics_lyrics,Recall@k,13,0.005068425020123471
lyrics_lyrics,Recall@k,14,0.005439072100942547
lyrics_lyrics,Recall@k,15,0.0057879349533102266
lyrics_lyrics,Recall@k,16,0.006152489520709431
lyrics_lyrics,Recall@k,17,0.0064865919698865165
lyrics_lyrics,Recall@k,18,0.006854891024728973
lyrics_lyrics,Recall@k,19,0.007218731081251148
lyrics_lyrics,Recall@k,20,0.00758172457025305
lyrics_lyrics,MRR@k,1,0.5414657666345226
lyrics_lyrics,MRR@k,2,0.6210221793635486
lyrics_lyrics,MRR@k,3,0.6467373834779826
lyrics_lyrics,MRR@k,4,0.658490035358407
lyrics_lyrics,MRR@k,5,0.6642277402764387
lyrics_lyrics,MRR@k,6,0.6676832208293149
lyrics_lyrics,MRR@k,7,0.6693707810993249
lyrics_lyrics,MRR@k,8,0.6709378013500481
lyrics_lyrics,MRR@k,9,0.6717949748205295
lyrics_lyrics,MRR@k,10,0.6724217829208184
lyrics_lyrics,MRR@k,11,0.672750528427963
lyrics_lyrics,MRR@k,12,0.6732728685115376
lyrics_lyrics,MRR@k,13,0.6735324931684619
lyrics_lyrics,MRR@k,14,0.6739113332290761
lyrics_lyrics,MRR@k,15,0.6741202692625058
lyrics_lyrics,MRR@k,16,0.6743462817986678
lyrics_lyrics,MRR@k,17,0.6744880935860634
lyrics_lyrics,MRR@k,18,0.6745818469343974
lyrics_lyrics,MRR@k,19,0.6746833543190596
lyrics_lyrics,MRR@k,20,0.6747797863344889
lyrics_lyrics,nDCG@k,1,0.5414657666345226
lyrics_lyrics,nDCG@k,2,0.5288753305263568
lyrics_lyrics,nDCG@k,3,0.5262859894996379
lyrics_lyrics,nDCG@k,4,0.5241769258435903
lyrics_lyrics,nDCG@k,5,0.5235352644260828
lyrics_lyrics,nDCG@k,6,0.5244545313716418
lyrics_lyrics,nDCG@k,7,0.5236717524021667
lyrics_lyrics,nDCG@k,8,0.5240528265535456
lyrics_lyrics,nDCG@k,9,0.5235449966199303
lyrics_lyrics,nDCG@k,10,0.5226758911618226
lyrics_lyrics,nDCG@k,11,0.521461885133665
lyrics_lyrics,nDCG@k,12,0.5214104092861677
lyrics_lyrics,nDCG@k,13,0.5209515340120301
lyrics_lyrics,nDCG@k,14,0.5202603192435171
lyrics_lyrics,nDCG@k,15,0.5196743195266024
lyrics_lyrics,nDCG@k,16,0.5191569747268137
lyrics_lyrics,nDCG@k,17,0.5183332631490434
lyrics_lyrics,nDCG@k,18,0.5181870799008517
lyrics_lyrics,nDCG@k,19,0.5181842502593983
lyrics_lyrics,nDCG@k,20,0.5179087834329199
lyrics_lyrics,Coverage@k,1,0.5882352941176471
lyrics_lyrics,Coverage@k,2,0.7704918032786885
lyrics_lyrics,Coverage@k,3,0.8488428158148505
lyrics_lyrics,Coverage@k,4,0.8927193828351012
lyrics_lyrics,Coverage@k,5,0.9192381870781099
lyrics_lyrics,Coverage@k,6,0.9346673095467696
lyrics_lyrics,Coverage@k,7,0.9474445515911283
lyrics_lyrics,Coverage@k,8,0.9549180327868853
lyrics_lyrics,Coverage@k,9,0.9616682738669238
lyrics_lyrics,Coverage@k,10,0.9662487945998072
lyrics_lyrics,Coverage@k,11,0.9703471552555448
lyrics_lyrics,Coverage@k,12,0.9732401157184185
lyrics_lyrics,Coverage@k,13,0.976374156219865
lyrics_lyrics,Coverage@k,14,0.9780617164898746
lyrics_lyrics,Coverage@k,15,0.9814368370298939
lyrics_lyrics,Coverage@k,16,0.9836065573770492
lyrics_lyrics,Coverage@k,17,0.9848119575699132
lyrics_lyrics,Coverage@k,18,0.9869816779170685
lyrics_lyrics,Coverage@k,19,0.9891513982642237
lyrics_lyrics,Coverage@k,20,0.990115718418515
lyrics_lyrics,Pop@k,1,
lyrics_lyrics,Pop@k,2,
lyrics_lyrics,Pop@k,3,
lyrics_lyrics,Pop@k,4,
lyrics_lyrics,Pop@k,5,
lyrics_lyrics,Pop@k,6,
lyrics_lyrics,Pop@k,7,
lyrics_lyrics,Pop@k,8,
lyrics_lyrics,Pop@k,9,
lyrics_lyrics,Pop@k,10,
lyrics_lyrics,Pop@k,11,
lyrics_lyrics,Pop@k,12,
lyrics_lyrics,Pop@k,13,
lyrics_lyrics,Pop@k,14,
lyrics_lyrics,Pop@k,15,
lyrics_lyrics,Pop@k,16,
lyrics_lyrics,Pop@k,17,
lyrics_lyrics,Pop@k,18,
lyrics_lyrics,Pop@k,19,
lyrics_lyrics,Pop@k,20,
audio_audio,Precision@k,1,0.5465284474445516
audio_audio,Precision@k,2,0.5456846673095468
audio_audio,Precision@k,3,0.550305368048861
audio_audio,Precision@k,4,0.5506268081002893
audio_audio,Precision@k,5,0.5477338476374106
audio_audio,Precision@k,6,0.5474525875924134
audio_audio,Precision@k,7,0.546838407494149
audio_audio,Precision@k,8,0.5453531822565092
audio_audio,Precision@k,9,0.5435551269688269
audio_audio,Precision@k,10,0.5422613307618113
audio_audio,Precision@k,11,0.5424300867888145
audio_audio,Precision@k,12,0.542470266795241
audio_audio,Precision@k,13,0.5426340775906766
audio_audio,Precision@k,14,0.5416379666620756
audio_audio,Precision@k,15,0.5407264545162279
audio_audio,Precision@k,16,0.5403658389585342
audio_audio,Precision@k,17,0.5395796698621607
audio_audio,Precision@k,18,0.5400594664095165
audio_audio,Precision@k,19,0.5399431558645926
audio_audio,Precision@k,20,0.5399951783992261
audio_audio,Recall@k,1,0.00037294451286495114
audio_audio,Recall@k,2,0.0007334517590353384
audio_audio,Recall@k,3,0.0011326267355637346
audio_audio,Recall@k,4,0.001521000268416711
audio_audio,Recall@k,5,0.0018739302211262057
audio_audio,Recall@k,6,0.002245087912720129
audio_audio,Recall@k,7,0.002602721515823883
audio_audio,Recall@k,8,0.0029463560904980234
audio_audio,Recall@k,9,0.003287958224112636
audio_audio,Recall@k,10,0.0036188528962256914
audio_audio,Recall@k,11,0.003983414351011693
audio_audio,Recall@k,12,0.004331024785663591
audio_audio,Recall@k,13,0.004673183036146302
audio_audio,Recall@k,14,0.005013617189324481
audio_audio,Recall@k,15,0.005372129091936803
audio_audio,Recall@k,16,0.00574098453936844
audio_audio,Recall@k,17,0.006075651092065853
audio_audio,Recall@k,18,0.006444354758959897
audio_audio,Recall@k,19,0.006812147502547442
audio_audio,Recall@k,20,0.007160883343441062
audio_audio,MRR@k,1,0.5465284474445516
audio_audio,MRR@k,2,0.6316297010607522
audio_audio,MRR@k,3,0.6574252651880436
audio_audio,MRR@k,4,0.667128736740599
audio_audio,MRR@k,5,0.6719503375120542
audio_audio,MRR@k,6,0.6748834779813565
audio_audio,MRR@k,7,0.676502158240346
audio_audio,MRR@k,8,0.6775267484042804
audio_audio,MRR@k,9,0.6784107085457143
audio_audio,MRR@k,10,0.6789651926344316
audio_audio,MRR@k,11,0.6796007672815776
audio_audio,MRR@k,12,0.6800025673458656
audio_audio,MRR@k,13,0.6802621920027901
audio_audio,MRR@k,14,0.6806238120606494
audio_audio,MRR@k,15,0.6807845320863645
audio_audio,MRR@k,16,0.6809954771201157
audio_audio,MRR@k,17,0.6810663830138135
audio_audio,MRR@k,18,0.6812404963750052
audio_audio,MRR@k,19,0.681367380605833
audio_audio,MRR@k,20,0.6814879206251195
audio_audio,nDCG@k,1,0.5465284474445516
audio_audio,nDCG@k,2,0.5458756100167212
audio_audio,nDCG@k,3,0.5490834021759532
audio_audio,nDCG@k,4,0.5495050199831965
audio_audio,nDCG@k,5,0.5477543487711967
audio_audio,nDCG@k,6,0.5475702382766069
audio_audio,nDCG@k,7,0.547165536809685
audio_audio,nDCG@k,8,0.5461913307769088
audio_audio,nDCG@k,9,0.5449870220134623
audio_audio,nDCG@k,10,0.544072800377519
audio_audio,nDCG@k,11,0.5440753943971067
audio_audio,nDCG@k,12,0.5440136738272151
audio_audio,nDCG@k,13,0.5440424201261373
audio_audio,nDCG@k,14,0.5433420620703
audio_audio,nDCG@k,15,0.5426869962702686
audio_audio,nDCG@k,16,0.5423780021793051
audio_audio,nDCG@k,17,0.5417975928208265
audio_audio,nDCG@k,18,0.542028697461101
audio_audio,nDCG@k,19,0.5418888052182471
audio_audio,nDCG@k,20,0.5418611903845474
audio_audio,Coverage@k,1,0.5959498553519769
audio_audio,Coverage@k,2,0.7791706846673095
audio_audio,Coverage@k,3,0.8565573770491803
audio_audio,Coverage@k,4,0.8922372227579557
audio_audio,Coverage@k,5,0.920443587270974
audio_audio,Coverage@k,6,0.9387656702025072
audio_audio,Coverage@k,7,0.9486499517839923
audio_audio,Coverage@k,8,0.9592574734811957
audio_audio,Coverage@k,9,0.9650433944069431
audio_audio,Coverage@k,10,0.9710703953712633
audio_audio,Coverage@k,11,0.9756509161041466
audio_audio,Coverage@k,12,0.9797492767598843
audio_audio,Coverage@k,13,0.9821600771456124
audio_audio,Coverage@k,14,0.9831243972999035
audio_audio,Coverage@k,15,0.9848119575699132
audio_audio,Coverage@k,16,0.98625843780135
audio_audio,Coverage@k,17,0.9872227579556413
audio_audio,Coverage@k,18,0.9879459980713597
audio_audio,Coverage@k,19,0.9889103182256509
audio_audio,Coverage@k,20,0.9896335583413693
audio_audio,Pop@k,1,
audio_audio,Pop@k,2,
audio_audio,Pop@k,3,
audio_audio,Pop@k,4,
audio_audio,Pop@k,5,
audio_audio,Pop@k,6,
audio_audio,Pop@k,7,
audio_audio,Pop@k,8,
audio_audio,Pop@k,9,
audio_audio,Pop@k,10,
audio_audio,Pop@k,11,
audio_audio,Pop@k,12,
audio_audio,Pop@k,13,
audio_audio,Pop@k,14,
audio_audio,Pop@k,15,
audio_audio,Pop@k,16,
audio_audio,Pop@k,17,
audio_audio,Pop@k,18,
audio_audio,Pop@k,19,
audio_audio,Pop@k,20,
video_lyrics,Precision@k,1,0.5195274831243973
video_lyrics,Precision@k,2,0.524228543876567
video_lyrics,Precision@k,3,0.5258759241401486
video_lyrics,Precision@k,4,0.5238669238187078
video_lyrics,Precision@k,5,0.5256509161041442
video_lyrics,Precision@k,6,0.525433944069432
video_lyrics,Precision@k,7,0.5243835239013674
video_lyrics,Precision@k,8,0.522571118611379
video_lyrics,Precision@k,9,0.5225543769420393
video_lyrics,Precision@k,10,0.5224686595949842
video_lyrics,Precision@k,11,0.5223327781187018
video_lyrics,Precision@k,12,0.5221994535519127
video_lyrics,Precision@k,13,0.5215859357614356
video_lyrics,Precision@k,14,0.5211289433806315
video_lyrics,Precision@k,15,0.5213114754098351
video_lyrics,Precision@k,16,0.521441055930569
video_lyrics,Precision@k,17,0.5209030574621376
video_lyrics,Precision@k,18,0.5207864566591679
video_lyrics,Precision@k,19,0.520364919047861
video_lyrics,Precision@k,20,0.5195395371263261
video_lyrics,Recall@k,1,0.0003842428919903851
video_lyrics,Recall@k,2,0.0007938837426522195
video_lyrics,Recall@k,3,0.0012010808029594559
video_lyrics,Recall@k,4,0.0015659067613975838
video_lyrics,Recall@k,5,0.0019665212623236317
video_lyrics,Recall@k,6,0.0023419471759977537
video_lyrics,Recall@k,7,0.0027397594514153066
video_lyrics,Recall@k,8,0.0031116084446049263
video_lyrics,Recall@k,9,0.0035150565815342334
video_lyrics,Recall@k,10,0.003854112242663272
video_lyrics,Recall@k,11,0.004220563411108319
video_lyrics,Recall@k,12,0.004570798803901866
video_lyrics,Recall@k,13,0.004948474247842066
video_lyrics,Recall@k,14,0.005300581692971267
video_lyrics,Recall@k,15,0.005664549218156147
video_lyrics,Recall@k,16,0.00602663605371327
video_lyrics,Recall@k,17,0.006360531858517236
video_lyrics,Recall@k,18,0.006751760226814684
video_lyrics,Recall@k,19,0.007096612708002638
video_lyrics,Recall@k,20,0.007452879937816046
video_lyrics,MRR@k,1,0.5195274831243973
video_lyrics,MRR@k,2,0.6137897782063645
video_lyrics,MRR@k,3,0.6386210221793645
video_lyrics,MRR@k,4,0.6510969141755072
video_lyrics,MRR@k,5,0.6569792671166828
video_lyrics,MRR@k,6,0.6599927675988427
video_lyrics,MRR@k,7,0.6616458878633426
video_lyrics,MRR@k,8,0.6629115580658498
video_lyrics,MRR@k,9,0.6640098115749041
video_lyrics,MRR@k,10,0.6647812676983367
video_lyrics,MRR@k,11,0.6651976786740533
video_lyrics,MRR@k,12,0.6654789387190551
video_lyrics,MRR@k,13,0.6657941972310348
video_lyrics,MRR@k,14,0.6659147372503212
video_lyrics,MRR@k,15,0.6662361773017514
video_lyrics,MRR@k,16,0.6664471223355026
video_lyrics,MRR@k,17,0.6665889341228984
video_lyrics,MRR@k,18,0.6667764408195662
video_lyrics,MRR@k,19,0.6668525713580631
video_lyrics,MRR@k,20,0.6669731113773495
video_lyrics,nDCG@k,1,0.5195274831243973
video_lyrics,nDCG@k,2,0.5231647202223114
video_lyrics,nDCG@k,3,0.5245739558939542
video_lyrics,nDCG@k,4,0.5234417795098457
video_lyrics,nDCG@k,5,0.5246679048323072
video_lyrics,nDCG@k,6,0.5246335393931233
video_lyrics,nDCG@k,7,0.524033160324972
video_lyrics,nDCG@k,8,0.5229041570744575
video_lyrics,nDCG@k,9,0.5228728221711845
video_lyrics,nDCG@k,10,0.5227992975167163
video_lyrics,nDCG@k,11,0.5226948704809887
video_lyrics,nDCG@k,12,0.52259181929
video_lyrics,nDCG@k,13,0.5221831668993212
video_lyrics,nDCG@k,14,0.5218657184998923
video_lyrics,nDCG@k,15,0.5219525983891178
video_lyrics,nDCG@k,16,0.5220114128219301
video_lyrics,nDCG@k,17,0.5216455763183987
video_lyrics,nDCG@k,18,0.5215513090066571
video_lyrics,nDCG@k,19,0.521255352737504
video_lyrics,nDCG@k,20,0.5206946710862802
video_lyrics,Coverage@k,1,0.4889103182256509
video_lyrics,Coverage@k,2,0.6615236258437801
video_lyrics,Coverage@k,3,0.7468659594985535
video_lyrics,Coverage@k,4,0.7994214079074252
video_lyrics,Coverage@k,5,0.8322082931533269
video_lyrics,Coverage@k,6,0.859450337512054
video_lyrics,Coverage@k,7,0.8780135004821601
video_lyrics,Coverage@k,8,0.8932015429122468
video_lyrics,Coverage@k,9,0.9057377049180327
video_lyrics,Coverage@k,10,0.9151398264223722
video_lyrics,Coverage@k,11,0.9259884281581485
video_lyrics,Coverage@k,12,0.9300867888138862
video_lyrics,Coverage@k,13,0.9349083895853423
video_lyrics,Coverage@k,14,0.9394889103182257
video_lyrics,Coverage@k,15,0.9435872709739633
video_lyrics,Coverage@k,16,0.9484088717454194
video_lyrics,Coverage@k,17,0.9520250723240116
video_lyrics,Coverage@k,18,0.9549180327868853
video_lyrics,Coverage@k,19,0.9573288331726133
video_lyrics,Coverage@k,20,0.9592574734811957
video_lyrics,Pop@k,1,
video_lyrics,Pop@k,2,
video_lyrics,Pop@k,3,
video_lyrics,Pop@k,4,
video_lyrics,Pop@k,5,
video_lyrics,Pop@k,6,
video_lyrics,Pop@k,7,
video_lyrics,Pop@k,8,
video_lyrics,Pop@k,9,
video_lyrics,Pop@k,10,
video_lyrics,Pop@k,11,
video_lyrics,Pop@k,12,
video_lyrics,Pop@k,13,
video_lyrics,Pop@k,14,
video_lyrics,Pop@k,15,
video_lyrics,Pop@k,16,
video_lyrics,Pop@k,17,
video_lyrics,Pop@k,18,
video_lyrics,Pop@k,19,
video_lyrics,Pop@k,20,
lyrics_audio,Precision@k,1,0.4633558341369335
lyrics_audio,Precision@k,2,0.3599324975891996
lyrics_audio,Precision@k,3,0.43097074895532284
lyrics_audio,Precision@k,4,0.43490838958534234
lyrics_audio,Precision@k,5,0.4116200578592114
lyrics_audio,Precision@k,6,0.43072966891674996
lyrics_audio,Precision@k,7,0.4162074665931928
lyrics_audio,Precision@k,8,0.43475771456123435
lyrics_audio,Precision@k,9,0.4275956284153018
lyrics_audio,Precision@k,10,0.41771938283509813
lyrics_audio,Precision@k,11,0.4256596826510021
lyrics_audio,Precision@k,12,0.4168675666988095
lyrics_audio,Precision@k,13,0.4207217565462503
lyrics_audio,Precision@k,14,0.41570808651329577
lyrics_audio,Precision@k,15,0.406557377049182
lyrics_audio,Precision@k,16,0.4027242044358727
lyrics_audio,Precision@k,17,0.40480174712121886
lyrics_audio,Precision@k,18,0.3979695703417982
lyrics_audio,Precision@k,19,0.3914124752575707
lyrics_audio,Precision@k,20,0.39568466730954654
lyrics_audio,Recall@k,1,0.0002439412164555862
lyrics_audio,Recall@k,2,0.00040977933929095566
lyrics_audio,Recall@k,3,0.0007235609839961966
lyrics_audio,Recall@k,4,0.0009579641177365415
lyrics_audio,Recall@k,5,0.001147911669272499
lyrics_audio,Recall@k,6,0.0014591140638542746
lyrics_audio,Recall@k,7,0.0016509699755166128
lyrics_audio,Recall@k,8,0.001951033209243181
lyrics_audio,Recall@k,9,0.0021532327803486778
lyrics_audio,Recall@k,10,0.0023581130418649666
lyrics_audio,Recall@k,11,0.002686302670392482
lyrics_audio,Recall@k,12,0.0029007763227715203
lyrics_audio,Recall@k,13,0.003144656354763437
lyrics_audio,Recall@k,14,0.0033661608003185224
lyrics_audio,Recall@k,15,0.0036144895905267996
lyrics_audio,Recall@k,16,0.0037952583001063535
lyrics_audio,Recall@k,17,0.004013290044888765
lyrics_audio,Recall@k,18,0.0041708278702395594
lyrics_audio,Recall@k,19,0.004347728677387646
lyrics_audio,Recall@k,20,0.004611479200860094
lyrics_audio,MRR@k,1,0.4633558341369335
lyrics_audio,MRR@k,2,0.5115718418514947
lyrics_audio,MRR@k,3,0.566779170684666
lyrics_audio,MRR@k,4,0.5737102217936343
lyrics_audio,MRR@k,5,0.5793032786885237
lyrics_audio,MRR@k,6,0.5896295403407257
lyrics_audio,MRR@k,7,0.5922814207650271
lyrics_audio,MRR@k,8,0.5935470909675344
lyrics_audio,MRR@k,9,0.594163184399443
lyrics_audio,MRR@k,10,0.5949587485267328
lyrics_audio,MRR@k,11,0.5961641487195963
lyrics_audio,MRR@k,12,0.5962645987356684
lyrics_audio,MRR@k,13,0.5965984018659997
lyrics_audio,MRR@k,14,0.5968567019073276
lyrics_audio,MRR@k,15,0.5971459979536149
lyrics_audio,MRR@k,16,0.5972816054753121
lyrics_audio,MRR@k,17,0.5973808737264891
lyrics_audio,MRR@k,18,0.597528200416728
lyrics_audio,MRR@k,19,0.597642396224473
lyrics_audio,MRR@k,20,0.5979196382688318
lyrics_audio,nDCG@k,1,0.4633558341369335
lyrics_audio,nDCG@k,2,0.38333661798282315
lyrics_audio,nDCG@k,3,0.427850200231799
lyrics_audio,nDCG@k,4,0.4310229536718824
lyrics_audio,nDCG@k,5,0.41625500574576874
lyrics_audio,nDCG@k,6,0.4281142615469228
lyrics_audio,nDCG@k,7,0.41903967672796394
lyrics_audio,nDCG@k,8,0.4306553496417739
lyrics_audio,nDCG@k,9,0.4263847859099626
lyrics_audio,nDCG@k,10,0.42017847538194303
lyrics_audio,nDCG@k,11,0.42508834351849467
lyrics_audio,nDCG@k,12,0.4195201852797734
lyrics_audio,nDCG@k,13,0.42184741191561287
lyrics_audio,nDCG@k,14,0.41859433125959356
lyrics_audio,nDCG@k,15,0.41263474437734654
lyrics_audio,nDCG@k,16,0.40993501956216893
lyrics_audio,nDCG@k,17,0.41099828636282226
lyrics_audio,nDCG@k,18,0.4063787084768473
lyrics_audio,nDCG@k,19,0.4018699027195113
lyrics_audio,nDCG@k,20,0.4042962456679365
lyrics_audio,Coverage@k,1,0.20033751205400194
lyrics_audio,Coverage@k,2,0.28399228543876565
lyrics_audio,Coverage@k,3,0.328351012536162
lyrics_audio,Coverage@k,4,0.3555930568948891
lyrics_audio,Coverage@k,5,0.37367405978784957
lyrics_audio,Coverage@k,6,0.390549662487946
lyrics_audio,Coverage@k,7,0.4026036644165863
lyrics_audio,Coverage@k,8,0.41297010607521695
lyrics_audio,Coverage@k,9,0.4218900675024108
lyrics_audio,Coverage@k,10,0.4276759884281581
lyrics_audio,Coverage@k,11,0.43201542912246865
lyrics_audio,Coverage@k,12,0.43514946962391515
lyrics_audio,Coverage@k,13,0.44021215043394407
lyrics_audio,Coverage@k,14,0.44358727097396333
lyrics_audio,Coverage@k,15,0.44720347155255546
lyrics_audio,Coverage@k,16,0.45081967213114754
lyrics_audio,Coverage@k,17,0.4541947926711668
lyrics_audio,Coverage@k,18,0.4582931533269045
lyrics_audio,Coverage@k,19,0.4621504339440694
lyrics_audio,Coverage@k,20,0.4652844744455159
lyrics_audio,Pop@k,1,
lyrics_audio,Pop@k,2,
lyrics_audio,Pop@k,3,
lyrics_audio,Pop@k,4,
lyrics_audio,Pop@k,5,
lyrics_audio,Pop@k,6,
lyrics_audio,Pop@k,7,
lyrics_audio,Pop@k,8,
lyrics_audio,Pop@k,9,
lyrics_audio,Pop@k,10,
lyrics_audio,Pop@k,11,
lyrics_audio,Pop@k,12,
lyrics_audio,Pop@k,13,
lyrics_audio,Pop@k,14,
lyrics_audio,Pop@k,15,
lyrics_audio,Pop@k,16,
lyrics_audio,Pop@k,17,
lyrics_audio,Pop@k,18,
lyrics_audio,Pop@k,19,
lyrics_audio,Pop@k,20,
video_audio,Precision@k,1,0.5675024108003858
video_audio,Precision@k,2,0.5572565091610414
video_audio,Precision@k,3,0.5546448087431706
video_audio,Precision@k,4,0.5536403085824494
video_audio,Precision@k,5,0.5513982642237187
video_audio,Precision@k,6,0.5496223079395691
video_audio,Precision@k,7,0.5500413280066156
video_audio,Precision@k,8,0.5483365477338477
video_audio,Precision@k,9,0.547224900889323
video_audio,Precision@k,10,0.5462391513982645
video_audio,Precision@k,11,0.545366879985977
video_audio,Precision@k,12,0.5446600771456125
video_audio,Precision@k,13,0.5438394777835416
video_audio,Precision@k,14,0.5434805069568813
video_audio,Precision@k,15,0.5434426229508174
video_audio,Precision@k,16,0.5432437319189971
video_audio,Precision@k,17,0.542812978614785
video_audio,Precision@k,18,0.5425104468016724
video_audio,Precision@k,19,0.5416053392884367
video_audio,Precision@k,20,0.541863548698167
video_audio,Recall@k,1,0.0003947854004116496
video_audio,Recall@k,2,0.0008019127680122964
video_audio,Recall@k,3,0.001195795504039988
video_audio,Recall@k,4,0.0015754804035899893
video_audio,Recall@k,5,0.0019417061312140614
video_audio,Recall@k,6,0.0022867557235608173
video_audio,Recall@k,7,0.002634186861291107
video_audio,Recall@k,8,0.0030235886148279245
video_audio,Recall@k,9,0.003424144190849675
video_audio,Recall@k,10,0.003818163151647398
video_audio,Recall@k,11,0.00416967614401637
video_audio,Recall@k,12,0.004510522648777646
video_audio,Recall@k,13,0.004854661915894566
video_audio,Recall@k,14,0.005202207626400293
video_audio,Recall@k,15,0.005554445428212095
video_audio,Recall@k,16,0.005888417669940079
video_audio,Recall@k,17,0.0062211522897836205
video_audio,Recall@k,18,0.006582937604429142
video_audio,Recall@k,19,0.00691290380870565
video_audio,Recall@k,20,0.007283104284965647
video_audio,MRR@k,1,0.5675024108003858
video_audio,MRR@k,2,0.6472999035679846
video_audio,MRR@k,3,0.6705239472838322
video_audio,MRR@k,4,0.6801068788171013
video_audio,MRR@k,5,0.6847838315654129
video_audio,MRR@k,6,0.6874357119897135
video_audio,MRR@k,7,0.6893643522982966
video_audio,MRR@k,8,0.6905396174863391
video_audio,MRR@k,9,0.6913432176149154
video_audio,MRR@k,10,0.6922593217614916
video_audio,MRR@k,11,0.6928072309400659
video_audio,MRR@k,12,0.6932693010139973
video_audio,MRR@k,13,0.6935660149076253
video_audio,MRR@k,14,0.6938415349517084
video_audio,MRR@k,15,0.6940986869928526
video_audio,MRR@k,16,0.6942342945145498
video_audio,MRR@k,17,0.6944186498381641
video_audio,MRR@k,18,0.6945659765284034
video_audio,MRR@k,19,0.6946167302207343
video_audio,MRR@k,20,0.6947131622361635
video_audio,nDCG@k,1,0.5675024108003858
video_audio,nDCG@k,2,0.5595750991767267
video_audio,nDCG@k,3,0.5571926435250844
video_audio,nDCG@k,4,0.5560887457915512
video_audio,nDCG@k,5,0.554296660378386
video_audio,nDCG@k,6,0.5528356717493498
video_audio,nDCG@k,7,0.5528099961612728
video_audio,nDCG@k,8,0.5515172468315357
video_audio,nDCG@k,9,0.5505966014187195
video_audio,nDCG@k,10,0.5497640456450914
video_audio,nDCG@k,11,0.5490134360372072
video_audio,nDCG@k,12,0.5483774596026797
video_audio,nDCG@k,13,0.5476789656590972
video_audio,nDCG@k,14,0.5472819067602541
video_audio,nDCG@k,15,0.5471029013110846
video_audio,nDCG@k,16,0.5468356636863646
video_audio,nDCG@k,17,0.5464297188892852
video_audio,nDCG@k,18,0.5461117430490501
video_audio,nDCG@k,19,0.5454112322229253
video_audio,nDCG@k,20,0.5454607454526189
video_audio,Coverage@k,1,0.5851012536162006
video_audio,Coverage@k,2,0.7791706846673095
video_audio,Coverage@k,3,0.8688524590163934
video_audio,Coverage@k,4,0.9100771456123433
video_audio,Coverage@k,5,0.9385245901639344
video_audio,Coverage@k,6,0.9551591128254581
video_audio,Coverage@k,7,0.9633558341369335
video_audio,Coverage@k,8,0.9720347155255545
video_audio,Coverage@k,9,0.9787849566055931
video_audio,Coverage@k,10,0.9840887174541948
video_audio,Coverage@k,11,0.9867405978784957
video_audio,Coverage@k,12,0.9881870781099324
video_audio,Coverage@k,13,0.9908389585342333
video_audio,Coverage@k,14,0.9920443587270974
video_audio,Coverage@k,15,0.992526518804243
video_audio,Coverage@k,16,0.9939729990356798
video_audio,Coverage@k,17,0.9942140790742526
