Algorithm,Metric,k,Value
late_fusion,nDCG@k,8,0.6215590550517383
late_fusion,nDCG@k,9,0.6192330660594975
late_fusion,nDCG@k,10,0.6171975835758463
late_fusion,nDCG@k,11,0.6162501598336108
late_fusion,nDCG@k,12,0.6157607013881042
late_fusion,nDCG@k,13,0.6143864418154655
late_fusion,nDCG@k,14,0.613599840791139
late_fusion,nDCG@k,15,0.6123836144736005
late_fusion,nDCG@k,16,0.6110589413439681
late_fusion,nDCG@k,17,0.6104858951864475
late_fusion,nDCG@k,18,0.6095011012478693
late_fusion,nDCG@k,19,0.6086649930262539
late_fusion,nDCG@k,20,0.6077555971252344
late_fusion,Coverage@k,1,0.38162970106075217
late_fusion,Coverage@k,2,0.5007232401157184
late_fusion,Coverage@k,3,0.5665380906460945
late_fusion,Coverage@k,4,0.6142719382835101
late_fusion,Coverage@k,5,0.650433944069431
late_fusion,Coverage@k,6,0.6750241080038573
late_fusion,Coverage@k,7,0.6984088717454194
late_fusion,Coverage@k,8,0.7167309546769528
late_fusion,Coverage@k,9,0.7324011571841852
late_fusion,Coverage@k,10,0.7446962391513983
late_fusion,Coverage@k,11,0.7557859209257474
late_fusion,Coverage@k,12,0.7656702025072324
late_fusion,Coverage@k,13,0.7741080038572806
late_fusion,Coverage@k,14,0.7830279652844745
late_fusion,Coverage@k,15,0.7914657666345226
late_fusion,Coverage@k,16,0.7989392478302797
late_fusion,Coverage@k,17,0.803519768563163
late_fusion,Coverage@k,18,0.8100289296046287
late_fusion,Coverage@k,19,0.8160559305689489
late_fusion,Coverage@k,20,0.8220829315332691
late_fusion,Pop@k,1,39.01229508196721
late_fusion,Pop@k,2,39.6321118611379
late_fusion,Pop@k,3,39.72412407585985
late_fusion,Pop@k,4,39.708654773384765
late_fusion,Pop@k,5,39.7466730954677
late_fusion,Pop@k,6,39.78692542590807
late_fusion,Pop@k,7,39.80865132938421
late_fusion,Pop@k,8,39.80816055930569
late_fusion,Pop@k,9,39.82727954569806
late_fusion,Pop@k,10,39.88247348119576
late_fusion,Pop@k,11,39.89166739721224
late_fusion,Pop@k,12,39.89794278367085
late_fusion,Pop@k,13,39.91997997181218
late_fusion,Pop@k,14,39.92636726821876
late_fusion,Pop@k,15,39.914721954355514
late_fusion,Pop@k,16,39.935496022179365
late_fusion,Pop@k,17,39.95644960009076
late_fusion,Pop@k,18,39.96093164041574
late_fusion,Pop@k,19,39.98101811906817
late_fusion,Pop@k,20,39.95983606557377
early_AT,Precision@k,1,0.6265670202507232
early_AT,Precision@k,2,0.6181292189006751
early_AT,Precision@k,3,0.6138701382192199
early_AT,Precision@k,4,0.6120419479267116
early_AT,Precision@k,5,0.6108486017357745
early_AT,Precision@k,6,0.6102137576342009
early_AT,Precision@k,7,0.6094158975065443
early_AT,Precision@k,8,0.608094262295082
early_AT,Precision@k,9,0.6063430836815633
early_AT,Precision@k,10,0.6051108968177463
early_AT,Precision@k,11,0.6041904093977413
early_AT,Precision@k,12,0.6027804564448745
early_AT,Precision@k,13,0.6014576070024441
early_AT,Precision@k,14,0.6005992560958789
early_AT,Precision@k,15,0.5993089038894187
early_AT,Precision@k,16,0.5981949132111861
early_AT,Precision@k,17,0.5977508650519102
early_AT,Precision@k,18,0.5974231222543646
early_AT,Precision@k,19,0.5970918134294332
early_AT,Precision@k,20,0.596648987463839
early_AT,Recall@k,1,0.0006005498696496954
early_AT,Recall@k,2,0.0011587573296163464
early_AT,Recall@k,3,0.0016799729449884623
early_AT,Recall@k,4,0.0022845432593866302
early_AT,Recall@k,5,0.0027930125818244095
early_AT,Recall@k,6,0.003324820380366007
early_AT,Recall@k,7,0.003843895005110835
early_AT,Recall@k,8,0.004315967975260071
early_AT,Recall@k,9,0.0048075115838128665
early_AT,Recall@k,10,0.005291119466102529
early_AT,Recall@k,11,0.005798634293030774
early_AT,Recall@k,12,0.006303896947571176
early_AT,Recall@k,13,0.0067484874204924005
early_AT,Recall@k,14,0.007211677266194602
early_AT,Recall@k,15,0.007639805242111799
early_AT,Recall@k,16,0.008084374155268834
early_AT,Recall@k,17,0.008540560030147068
early_AT,Recall@k,18,0.008957721840657486
early_AT,Recall@k,19,0.009414026046350974
early_AT,Recall@k,20,0.009846124652026628
early_AT,MRR@k,1,0.6265670202507232
early_AT,MRR@k,2,0.7076904532304725
early_AT,MRR@k,3,0.7258518161362917
early_AT,MRR@k,4,0.7336869173899079
early_AT,MRR@k,5,0.736917389906783
early_AT,MRR@k,6,0.7394085503053683
early_AT,MRR@k,7,0.7410272305643579
early_AT,MRR@k,8,0.7419915507186491
early_AT,MRR@k,9,0.742821937518178
early_AT,MRR@k,10,0.7434005296107526
early_AT,MRR@k,11,0.743838856953612
early_AT,MRR@k,12,0.7442406570179
early_AT,MRR@k,13,0.7444261032014174
early_AT,MRR@k,14,0.7445294232179485
early_AT,MRR@k,15,0.7445937112282345
early_AT,MRR@k,16,0.7447895887595749
early_AT,MRR@k,17,0.7449597629044497
early_AT,MRR@k,18,0.7450401229173074
early_AT,MRR@k,19,0.7451670071481351
early_AT,MRR@k,20,0.7452152231558498
early_AT,nDCG@k,1,0.6265670202507232
early_AT,nDCG@k,2,0.6200386459724173
early_AT,nDCG@k,3,0.6165925752862552
early_AT,nDCG@k,4,0.6149053821306647
early_AT,nDCG@k,5,0.6137468196265858
early_AT,nDCG@k,6,0.6130420169826468
early_AT,nDCG@k,7,0.612286591444467
early_AT,nDCG@k,8,0.6112295795909066
early_AT,nDCG@k,9,0.6099065304737219
early_AT,nDCG@k,10,0.6089084342538598
early_AT,nDCG@k,11,0.608123370779174
early_AT,nDCG@k,12,0.6070352026047625
early_AT,nDCG@k,13,0.6059954888808441
early_AT,nDCG@k,14,0.6052518547439947
early_AT,nDCG@k,15,0.6042397664427541
early_AT,nDCG@k,16,0.6033392295141793
early_AT,nDCG@k,17,0.602870093827959
early_AT,nDCG@k,18,0.6024859432015329
early_AT,nDCG@k,19,0.6021096770807414
early_AT,nDCG@k,20,0.6016700280468464
early_AT,Coverage@k,1,0.37439729990356796
early_AT,Coverage@k,2,0.5067502410800385
early_AT,Coverage@k,3,0.595708775313404
early_AT,Coverage@k,4,0.6511571841851495
early_AT,Coverage@k,5,0.6933461909353905
early_AT,Coverage@k,6,0.7297492767598843
early_AT,Coverage@k,7,0.7531340405014465
early_AT,Coverage@k,8,0.7748312439729991
early_AT,Coverage@k,9,0.7909836065573771
early_AT,Coverage@k,10,0.8032786885245902
early_AT,Coverage@k,11,0.8170202507232401
early_AT,Coverage@k,12,0.8326904532304725
early_AT,Coverage@k,13,0.843297974927676
early_AT,Coverage@k,14,0.8514946962391514
early_AT,Coverage@k,15,0.8589681774349084
early_AT,Coverage@k,16,0.866923818707811
early_AT,Coverage@k,17,0.8736740597878495
early_AT,Coverage@k,18,0.8799421407907425
early_AT,Coverage@k,19,0.8857280617164899
early_AT,Coverage@k,20,0.889344262295082
early_AT,Pop@k,1,38.64946962391514
early_AT,Pop@k,2,38.537246865959496
early_AT,Pop@k,3,38.53801028608165
early_AT,Pop@k,4,38.49945756991321
early_AT,Pop@k,5,38.49484088717455
early_AT,Pop@k,6,38.459257473481195
early_AT,Pop@k,7,38.40535886485742
early_AT,Pop@k,8,38.46893081002893
early_AT,Pop@k,9,38.40442515804136
early_AT,Pop@k,10,38.43625843780135
early_AT,Pop@k,11,38.38222144297361
early_AT,Pop@k,12,38.35934988749598
early_AT,Pop@k,13,38.37044729619465
early_AT,Pop@k,14,38.369007439041184
early_AT,Pop@k,15,38.37074895531984
early_AT,Pop@k,16,38.33475470106075
early_AT,Pop@k,17,38.32633728515515
early_AT,Pop@k,18,38.309707489553205
early_AT,Pop@k,19,38.32148657564838
early_AT,Pop@k,20,38.32421648987463
late_AT,Precision@k,1,0.6174059787849566
late_AT,Precision@k,2,0.610655737704918
late_AT,Precision@k,3,0.6080842172934734
late_AT,Precision@k,4,0.6063765670202508
late_AT,Precision@k,5,0.6053037608486004
late_AT,Precision@k,6,0.6044680167148834
late_AT,Precision@k,7,0.6031478165036527
late_AT,Precision@k,8,0.6017056412729026
late_AT,Precision@k,9,0.6006375227686754
late_AT,Precision@k,10,0.5994455159112844
late_AT,Precision@k,11,0.5986236521434232
late_AT,Precision@k,12,0.5964922854387658
late_AT,Precision@k,13,0.5960796676804346
late_AT,Precision@k,14,0.5958981953437099
late_AT,Precision@k,15,0.5950337512053947
late_AT,Precision@k,16,0.5938102700096431
late_AT,Precision@k,17,0.5931845254977645
late_AT,Precision@k,18,0.592601521482909
late_AT,Precision@k,19,0.5914327767345116
late_AT,Precision@k,20,0.5911162005785918
late_AT,Recall@k,1,0.0005388262914706799
late_AT,Recall@k,2,0.0011590949770612074
late_AT,Recall@k,3,0.0017084876808233628
late_AT,Recall@k,4,0.0022332551856119156
late_AT,Recall@k,5,0.002758387801073575
late_AT,Recall@k,6,0.0032815113636434383
late_AT,Recall@k,7,0.0037505574321414392
late_AT,Recall@k,8,0.0042904698141022
late_AT,Recall@k,9,0.004787510308140038
late_AT,Recall@k,10,0.005268519235050905
late_AT,Recall@k,11,0.0057284035054882
late_AT,Recall@k,12,0.006164794950366801
late_AT,Recall@k,13,0.006676820703066647
late_AT,Recall@k,14,0.0071684469696782814
late_AT,Recall@k,15,0.007588116621439184
late_AT,Recall@k,16,0.00803669687523567
late_AT,Recall@k,17,0.008469545312589056
late_AT,Recall@k,18,0.00889837306551337
late_AT,Recall@k,19,0.009333879928714064
late_AT,Recall@k,20,0.009749119326085657
late_AT,MRR@k,1,0.6174059787849566
late_AT,MRR@k,2,0.6998553519768563
late_AT,MRR@k,3,0.7182577949212481
late_AT,MRR@k,4,0.7267558662809397
late_AT,MRR@k,5,0.7308060109289621
late_AT,MRR@k,6,0.733015911282546
late_AT,MRR@k,7,0.7345657115305146
late_AT,MRR@k,8,0.7354396266703412
late_AT,MRR@k,9,0.7363771601536802
late_AT,MRR@k,10,0.7369316442423972
late_AT,MRR@k,11,0.7373042224838279
late_AT,MRR@k,12,0.7375453025224007
late_AT,MRR@k,13,0.7378605610343805
late_AT,MRR@k,14,0.7381533010812188
late_AT,MRR@k,15,0.7382818771017909
late_AT,MRR@k,16,0.7384024171210773
late_AT,MRR@k,17,0.7384875041935148
late_AT,MRR@k,18,0.7386080442128014
late_AT,MRR@k,19,0.7387095515974635
late_AT,MRR@k,20,0.7387457136032495
late_AT,nDCG@k,1,0.6174059787849566
late_AT,nDCG@k,2,0.6121832793623125
late_AT,nDCG@k,3,0.6100147182269113
late_AT,nDCG@k,4,0.6085417357282048
late_AT,nDCG@k,5,0.6075538665155221
late_AT,nDCG@k,6,0.6067819458210015
late_AT,nDCG@k,7,0.6057326370353849
late_AT,nDCG@k,8,0.6046231945876194
late_AT,nDCG@k,9,0.6037480507786754
late_AT,nDCG@k,10,0.6028021055065008
late_AT,nDCG@k,11,0.6020953338082017
late_AT,nDCG@k,12,0.6005633929317684
late_AT,nDCG@k,13,0.6001190418711212
late_AT,nDCG@k,14,0.5998339673154546
late_AT,nDCG@k,15,0.5991228040229737
late_AT,nDCG@k,16,0.5981837952684804
late_AT,nDCG@k,17,0.5976251640945216
late_AT,nDCG@k,18,0.5970991413370399
late_AT,nDCG@k,19,0.5962017216771937
late_AT,nDCG@k,20,0.5958504762399797
late_AT,Coverage@k,1,0.3770491803278688
late_AT,Coverage@k,2,0.5101253616200578
late_AT,Coverage@k,3,0.5947444551591128
late_AT,Coverage@k,4,0.6526036644165863
late_AT,Coverage@k,5,0.6984088717454194
late_AT,Coverage@k,6,0.7307135969141755
late_AT,Coverage@k,7,0.758678881388621
late_AT,Coverage@k,8,0.781099324975892
late_AT,Coverage@k,9,0.8008678881388621
late_AT,Coverage@k,10,0.8187078109932497
late_AT,Coverage@k,11,0.8288331726133076
late_AT,Coverage@k,12,0.839440694310511
late_AT,Coverage@k,13,0.8493249758919962
late_AT,Coverage@k,14,0.857039537126326
late_AT,Coverage@k,15,0.8649951783992286
late_AT,Coverage@k,16,0.8719864995178399
late_AT,Coverage@k,17,0.8777724204435873
late_AT,Coverage@k,18,0.8828351012536162
late_AT,Coverage@k,19,0.8891031822565092
late_AT,Coverage@k,20,0.8927193828351012
late_AT,Pop@k,1,38.64874638379942
late_AT,Pop@k,2,38.44202025072324
late_AT,Pop@k,3,38.44993571198972
late_AT,Pop@k,4,38.45063886210222
late_AT,Pop@k,5,38.415670202507236
late_AT,Pop@k,6,38.39046930247509
late_AT,Pop@k,7,38.403120264499236
late_AT,Pop@k,8,38.385667791706844
late_AT,Pop@k,9,38.35658416372013
late_AT,Pop@k,10,38.31827386692382
late_AT,Pop@k,11,38.309634434996056
late_AT,Pop@k,12,38.29920041787207
late_AT,Pop@k,13,38.29163266819969
late_AT,Pop@k,14,38.271456123432976
late_AT,Pop@k,15,38.283879781420765
late_AT,Pop@k,16,38.29368068948891
late_AT,Pop@k,17,38.29264280446991
late_AT,Pop@k,18,38.29912675452694
late_AT,Pop@k,19,38.29591940313658
late_AT,Pop@k,20,38.29177917068466
early_AV,Precision@k,1,0.6060752169720347
early_AV,Precision@k,2,0.5940212150433944
early_AV,Precision@k,3,0.5893603342976534
early_AV,Precision@k,4,0.5816658630665381
early_AV,Precision@k,5,0.5766152362584368
early_AV,Precision@k,6,0.5728463516554162
early_AV,Precision@k,7,0.5707053313128554
early_AV,Precision@k,8,0.5690091610414658
early_AV,Precision@k,9,0.567984570877537
early_AV,Precision@k,10,0.5664898746383813
early_AV,Precision@k,11,0.5659025159989507
early_AV,Precision@k,12,0.5643683702989389
early_AV,Precision@k,13,0.5635709517098084
early_AV,Precision@k,14,0.5626463700234186
early_AV,Precision@k,15,0.5624236579877826
early_AV,Precision@k,16,0.5622438524590164
early_AV,Precision@k,17,0.5620142946281739
early_AV,Precision@k,18,0.5617164898746393
early_AV,Precision@k,19,0.5609932497589232
early_AV,Precision@k,20,0.5606316297010587
early_AV,Recall@k,1,0.0005528793163248259
early_AV,Recall@k,2,0.0010298027486509483
early_AV,Recall@k,3,0.0014448400712368933
early_AV,Recall@k,4,0.0018263767449712672
early_AV,Recall@k,5,0.002232597417408123
early_AV,Recall@k,6,0.0026014838950145797
early_AV,Recall@k,7,0.002980116273741591
early_AV,Recall@k,8,0.0033431831566443863
early_AV,Recall@k,9,0.0037109864358486457
early_AV,Recall@k,10,0.004091743039591911
early_AV,Recall@k,11,0.004526126499031847
early_AV,Recall@k,12,0.00488604644759272
early_AV,Recall@k,13,0.0053359574591387
early_AV,Recall@k,14,0.005700105116307256
early_AV,Recall@k,15,0.0061062174253180045
early_AV,Recall@k,16,0.006458783996192618
early_AV,Recall@k,17,0.006826863807293063
early_AV,Recall@k,18,0.007190117798877714
early_AV,Recall@k,19,0.00753196705884115
early_AV,Recall@k,20,0.007881740710981534
early_AV,MRR@k,1,0.6060752169720347
early_AV,MRR@k,2,0.6849083895853423
early_AV,MRR@k,3,0.7071681131468994
early_AV,MRR@k,4,0.7148826743812294
early_AV,MRR@k,5,0.7184024429443919
early_AV,MRR@k,6,0.7212954034072651
early_AV,MRR@k,7,0.7225008036001296
early_AV,MRR@k,8,0.7235856637737073
early_AV,MRR@k,9,0.7244964105860938
early_AV,MRR@k,10,0.7250267866709537
early_AV,MRR@k,11,0.7255966122166708
early_AV,MRR@k,12,0.7259381422713158
early_AV,MRR@k,13,0.7262534007832953
early_AV,MRR@k,14,0.7264772608191129
early_AV,MRR@k,15,0.7266861968525424
early_AV,MRR@k,16,0.7267916693694181
early_AV,MRR@k,17,0.7268767564418555
early_AV,MRR@k,18,0.727037476467571
early_AV,MRR@k,19,0.7270882301599021
early_AV,MRR@k,20,0.7271364461676167
early_AV,nDCG@k,1,0.6060752169720347
early_AV,nDCG@k,2,0.5967489680030246
early_AV,nDCG@k,3,0.592828051518368
early_AV,nDCG@k,4,0.5870704228015772
early_AV,nDCG@k,5,0.5830479777134121
early_AV,nDCG@k,6,0.5799205381122198
early_AV,nDCG@k,7,0.5779020572515225
early_AV,nDCG@k,8,0.5762614725342993
early_AV,nDCG@k,9,0.5751104427459343
early_AV,nDCG@k,10,0.5737208085554968
early_AV,nDCG@k,11,0.5729467093752073
early_AV,nDCG@k,12,0.5716092421075822
early_AV,nDCG@k,13,0.5707758060089899
early_AV,nDCG@k,14,0.5698694296371444
early_AV,nDCG@k,15,0.5694425696835098
early_AV,nDCG@k,16,0.5690601154892713
early_AV,nDCG@k,17,0.5686682922001604
early_AV,nDCG@k,18,0.5682513934910558
early_AV,nDCG@k,19,0.5675749457121492
early_AV,nDCG@k,20,0.567139844949078
early_AV,Coverage@k,1,0.4652844744455159
early_AV,Coverage@k,2,0.601976856316297
early_AV,Coverage@k,3,0.6745419479267116
early_AV,Coverage@k,4,0.7186595949855352
early_AV,Coverage@k,5,0.752410800385728
early_AV,Coverage@k,6,0.7779652844744455
early_AV,Coverage@k,7,0.79725168756027
early_AV,Coverage@k,8,0.809787849566056
early_AV,Coverage@k,9,0.8216007714561234
early_AV,Coverage@k,10,0.8329315332690453
early_AV,Coverage@k,11,0.8416104146576664
early_AV,Coverage@k,12,0.8483606557377049
early_AV,Coverage@k,13,0.8539054966248795
early_AV,Coverage@k,14,0.8599324975891997
early_AV,Coverage@k,15,0.8652362584378014
early_AV,Coverage@k,16,0.8702989392478303
early_AV,Coverage@k,17,0.8746383799421408
early_AV,Coverage@k,18,0.8799421407907425
early_AV,Coverage@k,19,0.8840405014464803
early_AV,Coverage@k,20,0.8866923818707811
early_AV,Pop@k,1,37.37560270009643
early_AV,Pop@k,2,37.62536162005786
early_AV,Pop@k,3,37.615477338476374
early_AV,Pop@k,4,37.74626325940212
early_AV,Pop@k,5,37.78929604628737
early_AV,Pop@k,6,37.85856637737062
early_AV,Pop@k,7,37.91548422647748
early_AV,Pop@k,8,37.99457569913211
early_AV,Pop@k,9,38.04607307403836
early_AV,Pop@k,10,38.07010607521697
early_AV,Pop@k,11,38.085846410099066
early_AV,Pop@k,12,38.1085261973642
early_AV,Pop@k,13,38.15330835991395
early_AV,Pop@k,14,38.168687146989946
early_AV,Pop@k,15,38.21825779492125
early_AV,Pop@k,16,38.251868370298936
early_AV,Pop@k,17,38.28636054228828
early_AV,Pop@k,18,38.309707489553205
early_AV,Pop@k,19,38.33181495203775
early_AV,Pop@k,20,38.34531099324976
late_AV,Precision@k,1,0.6077627772420443
late_AV,Precision@k,2,0.5904050144648023
late_AV,Precision@k,3,0.5810832529733205
late_AV,Precision@k,4,0.5733486017357763
late_AV,Precision@k,5,0.5693828351012516
late_AV,Precision@k,6,0.5676229508196727
late_AV,Precision@k,7,0.5678468108554903
late_AV,Precision@k,8,0.5653025554484089
late_AV,Precision@k,9,0.5643147969570395
late_AV,Precision@k,10,0.562921890067504
late_AV,Precision@k,11,0.5607960024546356
late_AV,Precision@k,12,0.5587632594021221
late_AV,Precision@k,13,0.5575995846005438
late_AV,Precision@k,14,0.5570498691279775
late_AV,Precision@k,15,0.5565413050466066
late_AV,Precision@k,16,0.5557648264223722
late_AV,Precision@k,17,0.5550371546883025
late_AV,Precision@k,18,0.5550064288010308
late_AV,Precision@k,19,0.5537862254479032
late_AV,Precision@k,20,0.5533027965284458
late_AV,Recall@k,1,0.0005498867762410995
late_AV,Recall@k,2,0.0010219673570206272
late_AV,Recall@k,3,0.0014172787960723835
late_AV,Recall@k,4,0.0017848100435793259
late_AV,Recall@k,5,0.0022113271905517943
late_AV,Recall@k,6,0.0025691995607113874
late_AV,Recall@k,7,0.0029358992594226193
late_AV,Recall@k,8,0.003300129019956448
late_AV,Recall@k,9,0.0036762337629782016
late_AV,Recall@k,10,0.004027808111781772
late_AV,Recall@k,11,0.004394211359049324
late_AV,Recall@k,12,0.0047367082921988355
late_AV,Recall@k,13,0.005101916203997588
late_AV,Recall@k,14,0.005467617375832444
late_AV,Recall@k,15,0.005896024737042074
late_AV,Recall@k,16,0.006247759731172322
late_AV,Recall@k,17,0.006627695839653602
late_AV,Recall@k,18,0.0069804898442117165
late_AV,Recall@k,19,0.007341826928399084
late_AV,Recall@k,20,0.007704483749711876
late_AV,MRR@k,1,0.6077627772420443
late_AV,MRR@k,2,0.6831002892960463
late_AV,MRR@k,3,0.7049582127933152
late_AV,MRR@k,4,0.712913854066218
late_AV,MRR@k,5,0.7175425908068148
late_AV,MRR@k,6,0.7197524911603986
late_AV,MRR@k,7,0.7214400514304087
late_AV,MRR@k,8,0.7225249116039862
late_AV,MRR@k,9,0.723355298403515
late_AV,MRR@k,10,0.7239338904960892
late_AV,MRR@k,11,0.7243941342060917
late_AV,MRR@k,12,0.7247959342703799
late_AV,MRR@k,13,0.7250741035456559
late_AV,MRR@k,14,0.7252979635814735
late_AV,MRR@k,15,0.7254586836071886
late_AV,MRR@k,16,0.7256093586312966
late_AV,MRR@k,17,0.7257511704186923
late_AV,MRR@k,18,0.7258984971089315
late_AV,MRR@k,19,0.7260380697628421
late_AV,MRR@k,20,0.7261345017782713
late_AV,nDCG@k,1,0.6077627772420443
late_AV,nDCG@k,2,0.5943329787266698
late_AV,nDCG@k,3,0.5868495671588192
late_AV,nDCG@k,4,0.580678459535505
late_AV,nDCG@k,5,0.5771151013813504
late_AV,nDCG@k,6,0.5751468777745006
late_AV,nDCG@k,7,0.5746039717486263
late_AV,nDCG@k,8,0.5724570814248672
late_AV,nDCG@k,9,0.5713364250021946
late_AV,nDCG@k,10,0.5700180240852961
late_AV,nDCG@k,11,0.5682681314209298
late_AV,nDCG@k,12,0.5665893565121194
late_AV,nDCG@k,13,0.5654747847706039
late_AV,nDCG@k,14,0.5647749090842222
late_AV,nDCG@k,15,0.5641494353011844
late_AV,nDCG@k,16,0.5633591672798895
late_AV,nDCG@k,17,0.5626231154912128
late_AV,nDCG@k,18,0.5623435784682248
late_AV,nDCG@k,19,0.5613185956427794
late_AV,nDCG@k,20,0.5607731126665098
late_AV,Coverage@k,1,0.4710703953712633
late_AV,Coverage@k,2,0.6116200578592093
late_AV,Coverage@k,3,0.6829797492767599
late_AV,Coverage@k,4,0.7290260366441659
late_AV,Coverage@k,5,0.7620540019286403
late_AV,Coverage@k,6,0.78351012536162
late_AV,Coverage@k,7,0.8056894889103182
late_AV,Coverage@k,8,0.8211186113789778
late_AV,Coverage@k,9,0.8341369334619093
late_AV,Coverage@k,10,0.8447444551591128
late_AV,Coverage@k,11,0.8539054966248795
late_AV,Coverage@k,12,0.8616200578592093
late_AV,Coverage@k,13,0.8674059787849566
late_AV,Coverage@k,14,0.8741562198649951
late_AV,Coverage@k,15,0.8799421407907425
late_AV,Coverage@k,16,0.8847637415621986
late_AV,Coverage@k,17,0.8898264223722275
late_AV,Coverage@k,18,0.8941658630665381
late_AV,Coverage@k,19,0.8977820636451301
late_AV,Coverage@k,20,0.900433944069431
late_AV,Pop@k,1,37.256509161041464
late_AV,Pop@k,2,37.39838476374156
late_AV,Pop@k,3,37.46118611378978
late_AV,Pop@k,4,37.5749156219865
late_AV,Pop@k,5,37.62892960462873
late_AV,Pop@k,6,37.65344744455159
late_AV,Pop@k,7,37.68301418928227
late_AV,Pop@k,8,37.73128616200579
late_AV,Pop@k,9,37.74016929176042
late_AV,Pop@k,10,37.80318225650916
late_AV,Pop@k,11,37.87604102743929
late_AV,Pop@k,12,37.892880102860815
late_AV,Pop@k,13,37.952247607744226
late_AV,Pop@k,14,37.97422165587546
late_AV,Pop@k,15,38.02920282867245
late_AV,Pop@k,16,38.05326362102218
late_AV,Pop@k,17,38.07464972488513
late_AV,Pop@k,18,38.07044894460516
late_AV,Pop@k,19,38.09260011165812
late_AV,Pop@k,20,38.103302796528446
early_TV,Precision@k,1,0.6299421407907425
early_TV,Precision@k,2,0.6124638379942141
early_TV,Precision@k,3,0.6056734169077459
early_TV,Precision@k,4,0.5975168756027001
early_TV,Precision@k,5,0.5900192864030839
early_TV,Precision@k,6,0.5877129540340731
early_TV,Precision@k,7,0.5854800936768181
early_TV,Precision@k,8,0.5824192381870781
early_TV,Precision@k,9,0.5806278795671332
early_TV,Precision@k,10,0.579267116682741
early_TV,Precision@k,11,0.5782852634347362
early_TV,Precision@k,12,0.576000482160077
early_TV,Precision@k,13,0.5748089904309728
early_TV,Precision@k,14,0.5735638517702144
early_TV,Precision@k,15,0.5717775634844068
early_TV,Precision@k,16,0.571178881388621
early_TV,Precision@k,17,0.5698423052924209
early_TV,Precision@k,18,0.5685470909675335
early_TV,Precision@k,19,0.566982185453995
early_TV,Precision@k,20,0.5658148505303772
early_TV,Recall@k,1,0.000613638713045388
early_TV,Recall@k,2,0.0011624606253249623
early_TV,Recall@k,3,0.0016683981303362437
early_TV,Recall@k,4,0.0021634839920837063
early_TV,Recall@k,5,0.0025749665425582537
early_TV,Recall@k,6,0.002995997350431875
early_TV,Recall@k,7,0.0034306500670424423
early_TV,Recall@k,8,0.0038336799020553054
early_TV,Recall@k,9,0.004270211912488076
early_TV,Recall@k,10,0.004733207149074384
early_TV,Recall@k,11,0.005155344796090203
early_TV,Recall@k,12,0.005538213603614711
early_TV,Recall@k,13,0.0059319673685940665
early_TV,Recall@k,14,0.006338127615245168
early_TV,Recall@k,15,0.006722584619053848
early_TV,Recall@k,16,0.007127480300472432
early_TV,Recall@k,17,0.0075218087863036616
early_TV,Recall@k,18,0.007912682508620896
early_TV,Recall@k,19,0.008323884334422283
early_TV,Recall@k,20,0.00869358703535731
early_TV,MRR@k,1,0.6299421407907425
early_TV,MRR@k,2,0.7040742526518804
early_TV,MRR@k,3,0.7248874959820011
early_TV,MRR@k,4,0.7318788171006126
early_TV,MRR@k,5,0.7360253937640636
early_TV,MRR@k,6,0.7384361941497911
early_TV,MRR@k,7,0.7395727143316349
early_TV,MRR@k,8,0.7405068994811046
early_TV,MRR@k,9,0.7411765662549182
early_TV,MRR@k,10,0.7418515903629216
early_TV,MRR@k,11,0.742377583174353
early_TV,MRR@k,12,0.7426990232257836
early_TV,MRR@k,13,0.7429771925010599
early_TV,MRR@k,14,0.7431493925286119
early_TV,MRR@k,15,0.743245824544041
early_TV,MRR@k,16,0.7434266345729706
early_TV,MRR@k,17,0.7435400840028871
early_TV,MRR@k,18,0.7436606240221736
early_TV,MRR@k,19,0.7437494429837531
early_TV,MRR@k,20,0.7438097129933964
early_TV,nDCG@k,1,0.6299421407907425
early_TV,nDCG@k,2,0.616419079785678
early_TV,nDCG@k,3,0.6107111241362506
early_TV,nDCG@k,4,0.6043787900550208
early_TV,nDCG@k,5,0.5985598631769717
early_TV,nDCG@k,6,0.59614769593071
early_TV,nDCG@k,7,0.5939427512007059
early_TV,nDCG@k,8,0.591322184903063
early_TV,nDCG@k,9,0.5895639055686378
early_TV,nDCG@k,10,0.5881432942145199
early_TV,nDCG@k,11,0.5870151956966138
early_TV,nDCG@k,12,0.5851062999356399
early_TV,nDCG@k,13,0.5839085597676502
early_TV,nDCG@k,14,0.5827062535133898
early_TV,nDCG@k,15,0.5811808670939338
early_TV,nDCG@k,16,0.5804272513436011
early_TV,nDCG@k,17,0.5792256319022425
early_TV,nDCG@k,18,0.5780622642267114
early_TV,nDCG@k,19,0.5767422959977283
early_TV,nDCG@k,20,0.5756777830708357
early_TV,Coverage@k,1,0.38645130183220827
early_TV,Coverage@k,2,0.5084378013500482
early_TV,Coverage@k,3,0.5742526518804243
early_TV,Coverage@k,4,0.6174059787849566
early_TV,Coverage@k,5,0.6595949855351977
early_TV,Coverage@k,6,0.6914175506268081
early_TV,Coverage@k,7,0.710221793635487
early_TV,Coverage@k,8,0.7292671166827387
early_TV,Coverage@k,9,0.7430086788813887
early_TV,Coverage@k,10,0.7581967213114754
early_TV,Coverage@k,11,0.7707328833172613
early_TV,Coverage@k,12,0.7813404050144648
early_TV,Coverage@k,13,0.7914657666345226
early_TV,Coverage@k,14,0.799662487945998
