id	0_best_fc2_mfcc_bow_mfcc_bow_padding_model	1_best_fc2_mfcc_bow_mfcc_bow_padding_model	2_best_fc2_mfcc_bow_mfcc_bow_padding_model	3_best_fc2_mfcc_bow_mfcc_bow_padding_model	4_best_fc2_mfcc_bow_mfcc_bow_padding_model	5_best_fc2_mfcc_bow_mfcc_bow_padding_model	6_best_fc2_mfcc_bow_mfcc_bow_padding_model	7_best_fc2_mfcc_bow_mfcc_bow_padding_model	8_best_fc2_mfcc_bow_mfcc_bow_padding_model	9_best_fc2_mfcc_bow_mfcc_bow_padding_model	10_best_fc2_mfcc_bow_mfcc_bow_padding_model	11_best_fc2_mfcc_bow_mfcc_bow_padding_model	12_best_fc2_mfcc_bow_mfcc_bow_padding_model	13_best_fc2_mfcc_bow_mfcc_bow_padding_model	14_best_fc2_mfcc_bow_mfcc_bow_padding_model	15_best_fc2_mfcc_bow_mfcc_bow_padding_model	16_best_fc2_mfcc_bow_mfcc_bow_padding_model	17_best_fc2_mfcc_bow_mfcc_bow_padding_model	18_best_fc2_mfcc_bow_mfcc_bow_padding_model	19_best_fc2_mfcc_bow_mfcc_bow_padding_model	20_best_fc2_mfcc_bow_mfcc_bow_padding_model	21_best_fc2_mfcc_bow_mfcc_bow_padding_model	22_best_fc2_mfcc_bow_mfcc_bow_padding_model	23_best_fc2_mfcc_bow_mfcc_bow_padding_model	24_best_fc2_mfcc_bow_mfcc_bow_padding_model	25_best_fc2_mfcc_bow_mfcc_bow_padding_model	26_best_fc2_mfcc_bow_mfcc_bow_padding_model	27_best_fc2_mfcc_bow_mfcc_bow_padding_model	28_best_fc2_mfcc_bow_mfcc_bow_padding_model	29_best_fc2_mfcc_bow_mfcc_bow_padding_model	30_best_fc2_mfcc_bow_mfcc_bow_padding_model	31_best_fc2_mfcc_bow_mfcc_bow_padding_model	32_best_fc2_mfcc_bow_mfcc_bow_padding_model	33_best_fc2_mfcc_bow_mfcc_bow_padding_model	34_best_fc2_mfcc_bow_mfcc_bow_padding_model	35_best_fc2_mfcc_bow_mfcc_bow_padding_model	36_best_fc2_mfcc_bow_mfcc_bow_padding_model	37_best_fc2_mfcc_bow_mfcc_bow_padding_model	38_best_fc2_mfcc_bow_mfcc_bow_padding_model	39_best_fc2_mfcc_bow_mfcc_bow_padding_model	40_best_fc2_mfcc_bow_mfcc_bow_padding_model	41_best_fc2_mfcc_bow_mfcc_bow_padding_model	42_best_fc2_mfcc_bow_mfcc_bow_padding_model	43_best_fc2_mfcc_bow_mfcc_bow_padding_model	44_best_fc2_mfcc_bow_mfcc_bow_padding_model	45_best_fc2_mfcc_bow_mfcc_bow_padding_model	46_best_fc2_mfcc_bow_mfcc_bow_padding_model	47_best_fc2_mfcc_bow_mfcc_bow_padding_model	48_best_fc2_mfcc_bow_mfcc_bow_padding_model	49_best_fc2_mfcc_bow_mfcc_bow_padding_model	50_best_fc2_mfcc_bow_mfcc_bow_padding_model	51_best_fc2_mfcc_bow_mfcc_bow_padding_model	52_best_fc2_mfcc_bow_mfcc_bow_padding_model	53_best_fc2_mfcc_bow_mfcc_bow_padding_model	54_best_fc2_mfcc_bow_mfcc_bow_padding_model	55_best_fc2_mfcc_bow_mfcc_bow_padding_model	56_best_fc2_mfcc_bow_mfcc_bow_padding_model	57_best_fc2_mfcc_bow_mfcc_bow_padding_model	58_best_fc2_mfcc_bow_mfcc_bow_padding_model	59_best_fc2_mfcc_bow_mfcc_bow_padding_model	60_best_fc2_mfcc_bow_mfcc_bow_padding_model	61_best_fc2_mfcc_bow_mfcc_bow_padding_model	62_best_fc2_mfcc_bow_mfcc_bow_padding_model	63_best_fc2_mfcc_bow_mfcc_bow_padding_model	64_best_fc2_mfcc_bow_mfcc_bow_padding_model	65_best_fc2_mfcc_bow_mfcc_bow_padding_model	66_best_fc2_mfcc_bow_mfcc_bow_padding_model	67_best_fc2_mfcc_bow_mfcc_bow_padding_model	68_best_fc2_mfcc_bow_mfcc_bow_padding_model	69_best_fc2_mfcc_bow_mfcc_bow_padding_model	70_best_fc2_mfcc_bow_mfcc_bow_padding_model	71_best_fc2_mfcc_bow_mfcc_bow_padding_model	72_best_fc2_mfcc_bow_mfcc_bow_padding_model	73_best_fc2_mfcc_bow_mfcc_bow_padding_model	74_best_fc2_mfcc_bow_mfcc_bow_padding_model	75_best_fc2_mfcc_bow_mfcc_bow_padding_model	76_best_fc2_mfcc_bow_mfcc_bow_padding_model	77_best_fc2_mfcc_bow_mfcc_bow_padding_model	78_best_fc2_mfcc_bow_mfcc_bow_padding_model	79_best_fc2_mfcc_bow_mfcc_bow_padding_model	80_best_fc2_mfcc_bow_mfcc_bow_padding_model	81_best_fc2_mfcc_bow_mfcc_bow_padding_model	82_best_fc2_mfcc_bow_mfcc_bow_padding_model	83_best_fc2_mfcc_bow_mfcc_bow_padding_model	84_best_fc2_mfcc_bow_mfcc_bow_padding_model	85_best_fc2_mfcc_bow_mfcc_bow_padding_model	86_best_fc2_mfcc_bow_mfcc_bow_padding_model	87_best_fc2_mfcc_bow_mfcc_bow_padding_model	88_best_fc2_mfcc_bow_mfcc_bow_padding_model	89_best_fc2_mfcc_bow_mfcc_bow_padding_model	90_best_fc2_mfcc_bow_mfcc_bow_padding_model	91_best_fc2_mfcc_bow_mfcc_bow_padding_model	92_best_fc2_mfcc_bow_mfcc_bow_padding_model	93_best_fc2_mfcc_bow_mfcc_bow_padding_model	94_best_fc2_mfcc_bow_mfcc_bow_padding_model	95_best_fc2_mfcc_bow_mfcc_bow_padding_model	96_best_fc2_mfcc_bow_mfcc_bow_padding_model	97_best_fc2_mfcc_bow_mfcc_bow_padding_model	98_best_fc2_mfcc_bow_mfcc_bow_padding_model	99_best_fc2_mfcc_bow_mfcc_bow_padding_model	100_best_fc2_mfcc_bow_mfcc_bow_padding_model	101_best_fc2_mfcc_bow_mfcc_bow_padding_model	102_best_fc2_mfcc_bow_mfcc_bow_padding_model	103_best_fc2_mfcc_bow_mfcc_bow_padding_model	104_best_fc2_mfcc_bow_mfcc_bow_padding_model	105_best_fc2_mfcc_bow_mfcc_bow_padding_model	106_best_fc2_mfcc_bow_mfcc_bow_padding_model	107_best_fc2_mfcc_bow_mfcc_bow_padding_model	108_best_fc2_mfcc_bow_mfcc_bow_padding_model	109_best_fc2_mfcc_bow_mfcc_bow_padding_model	110_best_fc2_mfcc_bow_mfcc_bow_padding_model	111_best_fc2_mfcc_bow_mfcc_bow_padding_model	112_best_fc2_mfcc_bow_mfcc_bow_padding_model	113_best_fc2_mfcc_bow_mfcc_bow_padding_model	114_best_fc2_mfcc_bow_mfcc_bow_padding_model	115_best_fc2_mfcc_bow_mfcc_bow_padding_model	116_best_fc2_mfcc_bow_mfcc_bow_padding_model	117_best_fc2_mfcc_bow_mfcc_bow_padding_model	118_best_fc2_mfcc_bow_mfcc_bow_padding_model	119_best_fc2_mfcc_bow_mfcc_bow_padding_model	120_best_fc2_mfcc_bow_mfcc_bow_padding_model	121_best_fc2_mfcc_bow_mfcc_bow_padding_model	122_best_fc2_mfcc_bow_mfcc_bow_padding_model	123_best_fc2_mfcc_bow_mfcc_bow_padding_model	124_best_fc2_mfcc_bow_mfcc_bow_padding_model	125_best_fc2_mfcc_bow_mfcc_bow_padding_model	126_best_fc2_mfcc_bow_mfcc_bow_padding_model	127_best_fc2_mfcc_bow_mfcc_bow_padding_model
deBXMEPJpKzvqPo8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015789693	0.0	0.0	0.0	0.011041748	0.0	0.0	0.004118179	0.0	0.00562213	0.0	0.0	0.014139131	0.0	0.0	0.0150195975	0.0	0.0	0.0	0.0	0.0018360327	0.0	0.0	0.0	0.0029724815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0192628	0.0	0.0	0.0	0.0	0.0	0.021676375	0.0035896006	0.0	0.0	0.01942355	0.0041535073	0.0	0.0	0.0	0.0	0.0056883986	0.02126359	0.0	0.0063880906	0.0	0.0	0.020995118	0.01621054	0.0	0.0053201313	0.0	0.00045915152	0.0	0.0	0.0	0.0	0.0	0.008356189	0.0	0.0	0.0	0.0	0.014745589	0.0	0.0	0.021453839	0.0	0.0029091414	0.0	0.0014021429	0.0	0.0018819037	0.0	0.0	0.0	0.0	0.0	0.0	0.012983221	0.0014694202	0.0	0.01888968	0.0	0.0	0.0	0.0012588232	0.0	0.0	0.0	0.0	0.0	0.0	0.005742494	0.016497802	0.008168033	0.0	0.0	0.0	0.0010234388	0.0
IjZP68t2X4AEp0Uo	0.026758427	0.012417385	0.026338238	0.0	0.02710572	0.025362488	0.029182019	0.027980056	0.028655518	0.015368488	0.0	0.02936994	0.028206157	0.017753806	0.029510582	0.008188183	0.028190605	0.02782431	0.026141778	0.015992949	0.028762652	0.0	0.010495693	0.027838143	0.023818862	0.019822018	0.027607437	0.00990763	0.027117455	0.021501577	0.0072049955	0.0	0.02646312	0.028911082	0.027235985	0.0031880122	0.027456742	0.027362714	0.025362449	0.022375286	0.0	0.027998587	0.028851766	0.0184995	0.017903674	0.0	0.028909616	0.0	0.02551207	0.027805898	0.026644908	0.02759567	0.0029302328	0.018732274	0.027134283	0.020775804	0.027105508	0.028459629	0.0033452422	0.02004812	0.021800857	0.029841645	0.0	0.014390129	0.017788405	0.020875236	0.021459324	0.0	0.01918668	0.001712556	0.026989453	0.012964874	0.018826641	0.014866978	0.0029489116	0.0	0.0	0.021411749	0.0203436	0.0039708996	0.025966812	0.0	0.019502148	0.0	0.01953696	0.017906638	0.029471794	0.021994658	0.0	0.026986642	0.0	0.028809741	0.027250448	0.0009122213	0.026295604	0.0055782604	0.017983414	0.0024833952	0.015071369	0.016608559	0.029184664	0.019622272	0.01903925	0.0	0.022723619	0.014356859	0.008375371	0.0227713	0.02903484	0.003072641	0.026624031	0.028910909	0.023604978	0.0029865715	0.02671026	0.027911736	0.017147066	0.017480465	0.0	0.0	0.02528335	0.0	0.022568582	0.02828497	0.014418313	0.016200885	0.002818855	0.004523299
lczXdinRbQyhIEad	0.018291466	0.010198451	0.018593721	0.0030132376	0.019484876	0.018431438	0.018481774	0.020531273	0.018638907	0.010840122	0.0022653332	0.01892662	0.018814499	0.012828117	0.019204201	0.010526531	0.019088842	0.018639699	0.018560246	0.014495052	0.018961122	0.0	0.008313492	0.019611837	0.017803747	0.013201365	0.018083371	0.011165643	0.018328084	0.014385387	0.009870075	0.001442794	0.018479077	0.0185968	0.02016998	0.0034421016	0.018441465	0.018880913	0.017901573	0.016047267	0.0	0.01875771	0.020019867	0.012820058	0.012812849	0.0	0.01782556	0.0	0.017754184	0.019992566	0.019027546	0.01947672	0.008521111	0.012353535	0.019197727	0.013448646	0.01763535	0.01843391	0.011183113	0.014663538	0.014385555	0.019708246	0.0064560776	0.012204731	0.012340078	0.014001532	0.015760148	0.0024446538	0.013707778	0.008330634	0.018556422	0.010721863	0.012514834	0.010490631	0.008864608	0.004146913	0.004066733	0.015276734	0.01307036	0.0049714367	0.020243037	0.0016605703	0.011449989	0.0	0.014853595	0.014318194	0.020024367	0.014025959	0.0024773243	0.016933644	0.0030369177	0.019487256	0.018881742	0.007908503	0.01784174	0.007028924	0.0119193485	0.002747785	0.010134782	0.012155404	0.019523673	0.012752007	0.013108169	0.0	0.014310417	0.010928345	0.0098347	0.017094152	0.020322656	0.008079701	0.019268353	0.01909796	0.0156345	0.003316754	0.01746179	0.018595323	0.012097534	0.012385033	0.0	0.0	0.018245349	0.0058975266	0.016122114	0.019240143	0.011754031	0.011851633	0.003270597	0.0064315135
4qXuDgBO2q1AELxe	0.02773335	0.0012333097	0.021705935	0.0	0.023659917	0.023769658	0.028720079	0.02578669	0.029998973	0.00094203715	0.0	0.02828502	0.028596766	0.002549131	0.027774382	0.014521121	0.024147848	0.026819754	0.024142917	0.020830072	0.02993782	0.0	0.0131403655	0.028935008	0.024956089	0.0019517987	0.02808848	0.01686552	0.02779988	0.002067754	0.014918041	0.0	0.025597664	0.027415434	0.025893686	0.0028209987	0.028011028	0.02610999	0.026926465	0.02213644	0.0	0.024390168	0.027154082	0.0029896793	0.0013038259	0.0	0.027883422	0.0	0.020808456	0.019843083	0.02396657	0.02866869	0.010081576	0.001146021	0.025405629	0.002316369	0.026628336	0.029001758	0.011011874	0.021032458	0.003331116	0.02869755	0.0	0.01862469	0.0031129052	0.0035103643	0.0032422503	0.0	0.02161159	0.007717064	0.024059087	0.016441146	0.0023928955	0.0014850257	0.010038587	0.0	0.0	0.02366474	0.0025708748	0.0028475423	0.023862863	0.0	0.0029771694	0.0	0.0025919587	0.020522183	0.028763207	0.0028152866	0.0	0.02578256	0.0	0.028284578	0.02170716	0.0056841173	0.02361493	0.012636867	0.002499225	0.0024440375	0.00045142198	0.018062213	0.029992335	0.0026635053	0.0032589727	0.0	0.0036800196	0.0011365672	0.014759525	0.026073566	0.028613208	0.0068817413	0.023839345	0.027186044	0.0034888876	0.0023391	0.02549367	0.026119152	0.0020727643	0.0019893153	0.0	0.0	0.027724897	0.0	0.024261944	0.027846357	0.001563435	0.0016963634	0.0025211673	0.0016335506
4nU8PD9ZowHL0E6o	0.022096518	0.016156407	0.024342334	0.0	0.02642967	0.023390843	0.0234878	0.025178662	0.023658011	0.017129794	0.0	0.024376197	0.023796573	0.02027775	0.024857173	0.001663948	0.026230345	0.02344009	0.02463771	0.010983827	0.024425087	0.0	0.0066292086	0.02311601	0.020230541	0.021461096	0.023239542	0.0035135122	0.02235414	0.023671266	0.002644913	0.0	0.021473123	0.025024982	0.02665439	0.003311612	0.023150587	0.024129847	0.02321452	0.01726423	0.0	0.02396031	0.024829842	0.019560758	0.018528806	0.0	0.02361067	0.0	0.024210665	0.02738698	0.025800169	0.0227893	0.0	0.020771282	0.024987807	0.022778867	0.02253048	0.023679025	0.0	0.014983357	0.02270065	0.025457248	0.0	0.009894638	0.01882291	0.022875147	0.023463074	0.0	0.013515737	0.0	0.023729557	0.0087725585	0.019078176	0.015729638	0.0	0.0	0.0009793966	0.015405154	0.021216609	0.004553947	0.023175566	0.0	0.021324007	0.0	0.022001984	0.013144487	0.024608677	0.023674008	0.0	0.022244688	0.0	0.0237678	0.025503272	0.0	0.023374394	0.002894942	0.019017804	0.0026469275	0.018708399	0.013264833	0.023895394	0.021130206	0.020008419	0.0	0.02506541	0.016233949	0.0028583487	0.018029151	0.024541263	0.0	0.024847748	0.023734428	0.025707385	0.0031563942	0.023825709	0.023827294	0.017730197	0.019145356	0.0	0.0	0.019682735	0.0	0.015528903	0.02346723	0.019190254	0.01632044	0.0031398109	0.0062392834
Vq0JOAfWAu5fi4zM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009390555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001432558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00064611976	0.0
W9ZzI3jiNm54b3UQ	0.02216982	0.0077049746	0.020519013	0.0	0.021236543	0.01972751	0.020590667	0.02097429	0.021675574	0.010605292	0.0	0.022508835	0.022274166	0.012295491	0.022401912	0.00798243	0.021043358	0.022277646	0.021458559	0.014149457	0.022111613	0.0	0.008188524	0.021309031	0.021156577	0.012128447	0.022206452	0.010016756	0.021970615	0.012835233	0.008453972	0.0	0.020279393	0.021995736	0.02233356	0.0032832955	0.021176819	0.021820994	0.021368563	0.018125053	0.0	0.021429839	0.021624733	0.012176707	0.011101643	0.0	0.021769546	0.0	0.019041978	0.022444876	0.021086168	0.02237401	0.006310005	0.011034829	0.022515953	0.011444501	0.019914415	0.021379782	0.007696494	0.017853118	0.013357659	0.022208108	0.0	0.012488191	0.011667352	0.012728608	0.01328141	0.0	0.015341901	0.0046102805	0.019732296	0.01091733	0.011071036	0.009408136	0.005840809	0.0	0.0012680528	0.017319042	0.010948228	0.0042156945	0.02043515	0.0	0.011672911	0.0	0.011738467	0.015144748	0.024509182	0.012890898	0.0	0.020058092	0.0	0.022525819	0.0203289	0.004771798	0.019350292	0.0070098164	0.010800745	0.002674114	0.00866112	0.013202307	0.023143133	0.011348874	0.011448006	0.0	0.013400533	0.008513044	0.008171251	0.01940242	0.023232816	0.005127354	0.020963049	0.022152737	0.013815406	0.0030552219	0.022202494	0.022275	0.011936667	0.010900743	0.0	0.0	0.021693138	0.0	0.018778058	0.02135179	0.009456993	0.0102023985	0.0030574368	0.0053817737
izQl5dxQnavvmOYp	0.028607344	0.010284555	0.025590017	0.0	0.027126303	0.025852181	0.031622034	0.02953563	0.03153528	0.005864973	0.0	0.030925276	0.030642908	0.007865978	0.02872865	0.019508405	0.026934324	0.029365368	0.026502965	0.024130803	0.031187061	0.0	0.01598883	0.030776339	0.02956204	0.0080785295	0.030303856	0.021964889	0.030209726	0.012818413	0.019100318	0.0	0.028266445	0.02978838	0.027594345	0.0035575987	0.029008003	0.02782201	0.027737793	0.027428718	0.0	0.027925624	0.030689433	0.0076752105	0.007998539	0.0	0.028795693	0.0	0.025233613	0.02513506	0.027443234	0.031161416	0.016881587	0.012008049	0.028489558	0.012312563	0.02957229	0.031188596	0.017945623	0.024592876	0.013644093	0.030320916	0.005494583	0.022310412	0.006898007	0.013141063	0.013104271	0.0031067845	0.024977526	0.01485001	0.027016545	0.019681092	0.007827232	0.005538957	0.017097425	0.0052174106	0.0042851716	0.026843976	0.011169379	0.0051414683	0.027625088	0.0	0.0076324474	0.0	0.014389692	0.024027655	0.031376686	0.013381897	0.0	0.027267594	0.0030519837	0.030557469	0.026658451	0.014288664	0.026156463	0.015333136	0.007513469	0.002870735	0.009508408	0.021339584	0.031065725	0.00826841	0.008308095	0.0	0.012315507	0.010260312	0.020039389	0.02820164	0.031475507	0.015452421	0.02728335	0.030314336	0.013113367	0.0034205592	0.02839159	0.029394984	0.007015159	0.006907989	0.0	0.0	0.031569835	0.0036212842	0.02822166	0.030262746	0.011948223	0.0053635105	0.003176699	0.0065988963
3HPU8KrO0QL5uiN9	0.009484505	0.0024663555	0.008106798	0.0	0.0072846953	0.0063834763	0.009953888	0.009549261	0.011583387	0.0115203755	0.0	0.012007084	0.010063835	0.013435064	0.01202877	0.0	0.010287068	0.0110311955	0.007844531	0.0044452604	0.012023603	0.0	0.0	0.010337158	0.0054747206	0.012839475	0.011358158	0.0	0.009571182	0.0055029355	0.0003489239	0.0	0.009290683	0.011361267	0.009098357	0.0025398133	0.00948119	0.01116446	0.009929275	0.0067296587	0.0	0.009117807	0.011503378	0.012285435	0.013823852	0.0	0.012515228	0.0	0.0065463195	0.008103764	0.008627845	0.010196525	0.0	0.001971651	0.011590552	0.0056324834	0.010096945	0.011071939	0.0	0.0040596873	0.0064139073	0.011080596	0.0	0.0030556356	0.013870365	0.0057810443	0.006290657	0.0	0.005008463	0.0	0.007825085	0.0026041388	0.01280756	0.009535182	0.0	0.0	0.0	0.0052870894	0.0047301664	0.0027508016	0.008899533	0.0	0.01360303	0.0	0.0023645766	0.0021991346	0.011850928	0.0055623064	0.0	0.009813692	0.0	0.012477254	0.006559859	0.0	0.007824653	0.0	0.011829843	0.0018399304	0.0021032456	0.0030192283	0.010967705	0.01370467	0.014340814	0.0	0.009729173	0.0019758006	0.0	0.006849589	0.009098911	0.0	0.009820619	0.012723272	0.008996812	0.0023911812	0.01136982	0.009199025	0.012656381	0.0111001795	0.0	0.0	0.008435737	0.0	0.0054270467	0.011844356	0.0024214534	0.011533155	0.00242353	0.001783642
1nluAgAtCW9YJOn5	0.021035787	0.015398893	0.02150708	0.014969225	0.022296196	0.019734845	0.020611458	0.021829847	0.021750651	0.022261696	0.014742749	0.022029597	0.021513402	0.024677472	0.022537794	0.005695919	0.021852782	0.020720728	0.021350287	0.013088571	0.022053817	0.0	0.0077794166	0.020814491	0.019075332	0.02459626	0.022066226	0.0071744206	0.021567374	0.022403937	0.005955909	0.017423728	0.020465879	0.021695852	0.02220891	0.0034309148	0.020596182	0.022607252	0.020700479	0.018461607	0.013451529	0.02196629	0.021203373	0.023949329	0.023697447	0.014385265	0.020966489	0.0	0.020686645	0.021852784	0.021439182	0.022046966	0.002515033	0.020239992	0.02217543	0.020598073	0.020144764	0.021836258	0.0033896186	0.015682241	0.021413434	0.021866072	0.0	0.011574026	0.023675643	0.02209307	0.022360021	0.0	0.014431588	0.0023117342	0.021057356	0.010293357	0.024100266	0.020627247	0.0026279232	0.0	0.0	0.01617517	0.020820674	0.0050730985	0.020086024	0.015134008	0.025165921	0.015566715	0.020262958	0.01347823	0.022551686	0.022795707	0.014793044	0.019705655	0.0	0.022100458	0.020819766	0.0026560822	0.020352075	0.0038428828	0.023587901	0.002713027	0.016907074	0.013059887	0.023061788	0.023074778	0.024353202	0.015219881	0.023922848	0.015769413	0.00547207	0.018754063	0.022183917	0.0028029582	0.020795735	0.021230604	0.024841024	0.0034374723	0.021357179	0.021323703	0.024523327	0.023135839	0.014260253	0.0149642825	0.020067517	0.0	0.018547997	0.021668956	0.01677872	0.023604373	0.003181317	0.0058714184
j7TDZzge9WWcRrYa	0.02034186	0.0070374007	0.015014205	0.0	0.017047236	0.017072877	0.021796614	0.018206919	0.02254459	0.0027896268	0.0	0.0219181	0.021504454	0.0036187693	0.01985142	0.01519664	0.015784036	0.02035442	0.016522605	0.019343805	0.022325585	0.0	0.01375952	0.021738674	0.021315861	0.0033554637	0.021481808	0.017352084	0.022040723	0.0068846275	0.015623977	0.0	0.019517832	0.021375917	0.018786957	0.0033711584	0.021268722	0.017621148	0.020047015	0.019500691	0.0	0.017461127	0.020159964	0.003716795	0.0024273712	0.0	0.020254968	0.0	0.015384908	0.014881554	0.016216101	0.021112984	0.014629276	0.007342698	0.019002015	0.0063237823	0.021301199	0.022225145	0.015227056	0.018589746	0.00767547	0.020729925	0.0060371966	0.017126905	0.0024833828	0.0059126676	0.008429913	0.0009918086	0.018888121	0.012099776	0.015865397	0.016043058	0.0027838289	0.0021590686	0.01415519	0.0055304337	0.0012955138	0.019485654	0.0066120396	0.0044628596	0.016988372	0.0	0.0031186808	0.0	0.008986791	0.01992407	0.021414435	0.0069079436	0.0	0.01928585	0.0027547234	0.0209012	0.017261107	0.012108061	0.016073316	0.012966265	0.002815802	0.0028810687	0.0062978943	0.016709767	0.022771236	0.0028586292	0.003752242	0.0	0.0070509426	0.007837269	0.0152715165	0.020882627	0.0228375	0.011782276	0.015993148	0.021511585	0.007119511	0.0030774258	0.019133868	0.021229932	0.002606178	0.0026982361	0.0	0.0	0.022346731	0.0064298226	0.020322224	0.020898964	0.0077513526	0.002956763	0.0030558147	0.0050639724
tPNrNoLg1TH2zQ0A	0.008412031	0.008067542	0.010237885	0.008110463	0.010371862	0.009756219	0.008792543	0.009136998	0.008333589	0.01855269	0.0072731324	0.009714714	0.009559243	0.02155632	0.0114759635	0.0	0.011229157	0.009509771	0.00980524	0.0025196557	0.008689929	0.0	0.0	0.00850833	0.004728984	0.0229426	0.007769708	0.0	0.007662487	0.013024168	0.0	0.0104595255	0.0075297356	0.009465688	0.010806555	0.0028353091	0.008012173	0.010735783	0.0083819525	0.0052101635	0.0069363266	0.011339463	0.009445504	0.021357145	0.021075577	0.0054123946	0.010002109	0.0	0.009399206	0.01043138	0.009186119	0.00954117	0.0	0.0105791055	0.009837393	0.011401711	0.007988722	0.007897849	0.0	0.0034885448	0.014423682	0.010215629	0.0	0.00061300216	0.021081574	0.012401727	0.014632846	0.0	0.0017503705	0.0	0.009440853	9.692256e-05	0.021068955	0.017993657	0.0	0.0	0.0	0.0038813753	0.012548386	0.003639072	0.007646452	0.0069504874	0.022677092	0.009407693	0.011864917	0.003003125	0.00865637	0.013034792	0.0077429703	0.008829004	0.0	0.009435126	0.010078052	0.0	0.009012936	0.0	0.020979103	0.0021647557	0.007934857	0.0023776167	0.010110613	0.020235049	0.02290267	0.007880923	0.017796675	0.008404863	0.0	0.0048400005	0.008856507	0.0	0.009935755	0.0077674137	0.016276767	0.0027585498	0.008646398	0.00941508	0.021547265	0.020925483	0.0064763804	0.007331322	0.0056300666	0.0	0.0032775805	0.009732967	0.008925382	0.022112805	0.0027830356	0.003552051
tPR5Ai9IkeHwd32t	0.0	0.0012059781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023206072	0.0	0.0	0.0	0.0012623896	0.0	0.0	0.0054526515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024820343	0.0	0.0	0.0	0.0	0.002662266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010091972	0.0	0.0	0.0	0.0031197947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032576362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022612116	0.0	0.0	0.0	0.0	0.0	0.0013129754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050235265	0.0	0.00199136	0.0	0.003443909	0.0	0.0	0.0	0.0	0.0	0.0004046934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001904256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022492192	0.0007754314
a0qzcAKDGHbkL991	0.024425114	0.009661531	0.022135526	0.0	0.024491016	0.022276942	0.024049139	0.02345946	0.023378832	0.0	0.0	0.023708787	0.022824476	0.0	0.024663985	0.008145798	0.02456012	0.024185598	0.021577459	0.015258345	0.024406921	0.0	0.0104016075	0.023637498	0.0219626	0.0	0.023045871	0.0124220485	0.022887269	0.010325743	0.009476209	0.0	0.021796456	0.023160253	0.025233034	0.002897613	0.02162869	0.023787957	0.02351809	0.020735644	0.0	0.022712966	0.022749728	0.0	0.0	0.0	0.023553986	0.0	0.023037817	0.022116484	0.023303682	0.023269331	0.003996674	0.011668983	0.022599328	0.011865466	0.022754371	0.02407242	0.005490018	0.019271968	0.012816074	0.023104012	0.0	0.013950317	0.0	0.012850059	0.011769944	6.43992e-05	0.018010966	0.0031305302	0.021142479	0.013018146	0.0	0.0	0.0038899705	0.0	0.0026134115	0.019729363	0.008144968	0.003327806	0.021584418	0.0	0.0	0.0	0.011947301	0.018446535	0.022587696	0.010403886	0.0	0.022279965	0.0	0.024229228	0.02048246	0.0022421714	0.023977293	0.0065215863	0.0	0.0022887585	0.010328253	0.013416152	0.025026865	0.0	0.0	0.0	0.010529149	0.009738729	0.009602705	0.02320964	0.02718021	0.004110838	0.022962207	0.02234631	0.009635481	0.0024335668	0.021958748	0.022732463	0.0	0.0	0.0	0.0	0.02260025	0.0	0.021768633	0.02346235	0.010391919	0.0	0.0022228693	0.005535799
